time;copter_pitch_angle;copter_roll_angle;copter_yaw_angle;copter_z_distance;REF_PITCH_ANGLE;REF_ROLL_ANGLE;REF_YAW_ANGLE;REF_Z_DISTANCE;SS;
928,048;20,1875;21,25;208,75;3,532899856567383;0;0;100;10;0;
928,052;20,1875;21,25;208,75;3,532899856567383;0;0;100;10;0;
928,055;20,1875;21,25;208,75;3,532899856567383;0;0;100;10;0;
928,059;20,25;21,1875;208,8125;3,532899856567383;0;0;100;10;0;
928,062;20,25;21,1875;208,8125;3,532899856567383;0;0;100;10;0;
928,066;20,25;21,1875;208,8125;3,532899856567383;0;0;100;10;0;
928,069;20,3125;21,1875;208,9375;3,532899856567383;0;0;100;10;0;
928,072;20,3125;21,1875;208,9375;3,532899856567383;0;0;100;10;0;
928,076;20,3125;21,1875;208,9375;3,532899856567383;0;0;100;10;0;
928,079;20,375;21,125;209;3,532899856567383;0;0;100;10;0;
928,082;20,375;21,125;209;3,532899856567383;0;0;100;10;0;
928,086;20,375;21,125;209;3,532899856567383;0;0;100;10;0;
928,089;20,4375;21,0625;209,0625;3,532899856567383;0;0;100;10;0;
928,093;20,4375;21,0625;209,0625;3,532899856567383;0;0;100;10;0;
928,096;20,4375;21,0625;209,0625;3,532899856567383;0;0;100;10;0;
928,1;20,5;21;209,1875;3,5500500202178955;0;0;100;10;0;
928,103;20,5;21;209,1875;3,5500500202178955;0;0;100;10;0;
928,107;20,5;21;209,1875;3,5500500202178955;0;0;100;10;0;
928,11;20,5625;21;209,25;3,5500500202178955;0;0;100;10;0;
928,113;20,5625;21;209,25;3,5500500202178955;0;0;100;10;0;
928,117;20,5625;21;209,25;3,5500500202178955;0;0;100;10;0;
928,12;20,625;20,9375;209,3125;3,5500500202178955;0;0;100;10;0;
928,124;20,625;20,9375;209,3125;3,5500500202178955;0;0;100;10;0;
928,127;20,625;20,9375;209,3125;3,5500500202178955;0;0;100;10;0;
928,131;20,6875;20,875;209,375;3,5500500202178955;0;0;100;10;0;
928,134;20,6875;20,875;209,375;3,5500500202178955;0;0;100;10;0;
928,137;20,6875;20,875;209,375;3,5500500202178955;0;0;100;10;0;
928,141;20,6875;20,8125;209,4375;3,5500500202178955;0;0;100;10;0;
928,144;20,6875;20,8125;209,4375;3,5500500202178955;0;0;100;10;0;
928,148;20,6875;20,8125;209,4375;3,5500500202178955;0;0;100;10;0;
928,152;20,75;20,8125;209,5;3,5500500202178955;0;0;100;10;0;
928,155;20,75;20,8125;209,5;3,5500500202178955;0;0;100;10;0;
928,159;20,75;20,8125;209,5;3,5500500202178955;0;0;100;10;0;
928,162;20,8125;20,75;209,5625;3,5500500202178955;0;0;100;10;0;
928,165;20,8125;20,75;209,5625;3,5500500202178955;0;0;100;10;0;
928,169;20,875;20,6875;209,625;3,5500500202178955;0;0;100;10;0;
928,172;20,875;20,6875;209,625;3,5500500202178955;0;0;100;10;0;
928,176;20,875;20,6875;209,625;3,5500500202178955;0;0;100;10;0;
928,179;20,875;20,6875;209,6875;3,5500500202178955;0;0;100;10;0;
928,182;20,875;20,6875;209,6875;3,5500500202178955;0;0;100;10;0;
928,186;20,875;20,6875;209,6875;3,5500500202178955;0;0;100;10;0;
928,189;20,9375;20,625;209,75;3,5500500202178955;0;0;100;10;0;
928,192;20,9375;20,625;209,75;3,5500500202178955;0;0;100;10;0;
928,196;20,9375;20,625;209,75;3,5500500202178955;0;0;100;10;0;
928,2;20,9375;20,625;209,8125;3,5500500202178955;0;0;100;10;0;
928,204;20,9375;20,625;209,8125;3,5500500202178955;0;0;100;10;0;
928,207;20,9375;20,625;209,8125;3,5500500202178955;0;0;100;10;0;
928,21;21;20,5625;209,8125;3,5500500202178955;0;0;100;10;0;
928,214;21;20,5625;209,8125;3,5500500202178955;0;0;100;10;0;
928,218;21;20,5625;209,8125;3,5500500202178955;0;0;100;10;0;
928,221;21;20,5625;209,875;3,532899856567383;0;0;100;10;0;
928,225;21;20,5625;209,875;3,532899856567383;0;0;100;10;0;
928,228;21;20,5625;209,875;3,532899856567383;0;0;100;10;0;
928,232;21,0625;20,5625;209,875;3,532899856567383;0;0;100;10;0;
928,235;21,0625;20,5625;209,875;3,532899856567383;0;0;100;10;0;
928,239;21,0625;20,5625;209,9375;3,532899856567383;0;0;100;10;0;
928,242;21,0625;20,5625;209,9375;3,532899856567383;0;0;100;10;0;
928,245;21,0625;20,5625;209,9375;3,532899856567383;0;0;100;10;0;
928,249;21,0625;20,5;210;3,532899856567383;0;0;100;10;0;
928,253;21,0625;20,5;210;3,532899856567383;0;0;100;10;0;
928,256;21,0625;20,5;210;3,532899856567383;0;0;100;10;0;
928,26;21,125;20,5;210;3,532899856567383;0;0;100;10;0;
928,263;21,125;20,5;210;3,532899856567383;0;0;100;10;0;
928,267;21,125;20,5;210;3,532899856567383;0;0;100;10;0;
928,27;21,125;20,5;210;3,532899856567383;0;0;100;10;0;
928,274;21,125;20,5;210;3,532899856567383;0;0;100;10;0;
928,277;21,125;20,5;210;3,532899856567383;0;0;100;10;0;
928,281;21,125;20,4375;210,0625;3,532899856567383;0;0;100;10;0;
928,285;21,125;20,4375;210,0625;3,532899856567383;0;0;100;10;0;
928,288;21,125;20,4375;210,0625;3,532899856567383;0;0;100;10;0;
928,291;21,125;20,4375;210,0625;3,532899856567383;0;0;100;10;0;
928,295;21,125;20,4375;210,0625;3,532899856567383;0;0;100;10;0;
928,298;21,125;20,4375;210,0625;3,532899856567383;0;0;100;10;0;
928,301;21,1875;20,4375;210,125;3,532899856567383;0;0;100;10;0;
928,305;21,1875;20,4375;210,125;3,532899856567383;0;0;100;10;0;
928,308;21,1875;20,4375;210,125;3,532899856567383;0;0;100;10;0;
928,312;21,1875;20,4375;210,125;3,532899856567383;0;0;100;10;0;
928,316;21,1875;20,4375;210,125;3,532899856567383;0;0;100;10;0;
928,319;21,1875;20,4375;210,125;3,532899856567383;0;0;100;10;0;
928,323;21,1875;20,4375;210,125;3,532899856567383;0;0;100;10;0;
928,326;21,1875;20,4375;210,125;3,532899856567383;0;0;100;10;0;
928,329;21,1875;20,4375;210,125;3,532899856567383;0;0;100;10;0;
928,333;21,1875;20,4375;210,125;3,532899856567383;0;0;100;10;0;
928,336;21,1875;20,4375;210,125;3,532899856567383;0;0;100;10;0;
928,34;21,1875;20,4375;210,125;3,5500500202178955;0;0;100;10;0;
928,344;21,1875;20,4375;210,125;3,5500500202178955;0;0;100;10;0;
928,347;21,1875;20,4375;210,125;3,5500500202178955;0;0;100;10;0;
928,35;21,1875;20,4375;210,125;3,5500500202178955;0;0;100;10;0;
928,354;21,1875;20,4375;210,125;3,5500500202178955;0;0;100;10;0;
928,357;21,1875;20,4375;210,125;3,5500500202178955;0;0;100;10;0;
928,361;21,1875;20,4375;210,1875;3,5500500202178955;0;0;100;10;0;
928,365;21,1875;20,4375;210,1875;3,5500500202178955;0;0;100;10;0;
928,368;21,1875;20,4375;210,1875;3,5500500202178955;0;0;100;10;0;
928,371;21,1875;20,5;210,1875;3,5500500202178955;0;0;100;10;0;
928,375;21,1875;20,5;210,1875;3,5500500202178955;0;0;100;10;0;
928,378;21,1875;20,5;210,1875;3,5500500202178955;0;0;100;10;0;
928,381;21,1875;20,5;210,1875;3,5500500202178955;0;0;100;10;0;
928,385;21,1875;20,5;210,1875;3,5500500202178955;0;0;100;10;0;
928,388;21,1875;20,5;210,1875;3,5500500202178955;0;0;100;10;0;
928,392;21,1875;20,5;210,1875;3,5500500202178955;0;0;100;10;0;
928,395;21,1875;20,5;210,1875;3,5500500202178955;0;0;100;10;0;
928,399;21,1875;20,5;210,1875;3,532899856567383;0;0;100;10;0;
928,402;21,1875;20,5;210,1875;3,532899856567383;0;0;100;10;0;
928,406;21,1875;20,5;210,1875;3,532899856567383;0;0;100;10;0;
928,409;21,1875;20,5;210,1875;3,532899856567383;0;0;100;10;0;
928,413;21,1875;20,5;210,1875;3,532899856567383;0;0;100;10;0;
928,417;21,1875;20,5;210,1875;3,532899856567383;0;0;100;10;0;
928,42;21,1875;20,5;210,1875;3,532899856567383;0;0;100;10;0;
928,424;21,1875;20,5;210,1875;3,532899856567383;0;0;100;10;0;
928,427;21,1875;20,5;210,1875;3,532899856567383;0;0;100;10;0;
928,431;21,1875;20,5;210,125;3,532899856567383;0;0;100;10;0;
928,434;21,1875;20,5;210,125;3,532899856567383;0;0;100;10;0;
928,438;21,1875;20,5;210,125;3,532899856567383;0;0;100;10;0;
928,441;21,1875;20,5;210,125;3,532899856567383;0;0;100;10;0;
928,445;21,1875;20,5;210,125;3,532899856567383;0;0;100;10;0;
928,448;21,1875;20,5;210,125;3,532899856567383;0;0;100;10;0;
928,452;21,1875;20,5;210,125;3,532899856567383;0;0;100;10;0;
928,456;21,1875;20,5;210,125;3,532899856567383;0;0;100;10;0;
928,459;21,1875;20,5;210,125;3,5500500202178955;0;0;100;10;0;
928,462;21,1875;20,5;210,125;3,5500500202178955;0;0;100;10;0;
928,466;21,1875;20,5;210,125;3,5500500202178955;0;0;100;10;0;
928,47;21,1875;20,5;210,125;3,5500500202178955;0;0;100;10;0;
928,473;21,1875;20,5;210,125;3,5500500202178955;0;0;100;10;0;
928,477;21,1875;20,5;210,125;3,5500500202178955;0;0;100;10;0;
928,48;21,1875;20,5;210,125;3,5500500202178955;0;0;100;10;0;
928,484;21,1875;20,5;210,125;3,5500500202178955;0;0;100;10;0;
928,487;21,1875;20,5;210,125;3,5500500202178955;0;0;100;10;0;
928,489;21,1875;20,5;210,125;3,5500500202178955;0;0;100;10;0;
928,492;21,1875;20,5;210,125;3,5500500202178955;0;0;100;10;0;
928,495;21,1875;20,5;210,125;3,5500500202178955;0;0;100;10;0;
928,498;21,1875;20,5;210,125;3,5500500202178955;0;0;100;10;0;
928,502;21,1875;20,5;210,125;3,5500500202178955;0;0;100;10;0;
928,505;21,1875;20,5;210,125;3,5500500202178955;0;0;100;10;0;
928,508;21,1875;20,5;210,125;3,5500500202178955;0;0;100;10;0;
928,511;21,1875;20,5;210,125;3,5500500202178955;0;0;100;10;0;
928,514;21,1875;20,5;210,125;3,5500500202178955;0;0;100;10;0;
928,518;21,1875;20,5;210,125;3,5500500202178955;0;0;100;10;0;
928,521;21,1875;20,5;210,125;3,532899856567383;0;0;100;10;0;
928,524;21,1875;20,5;210,125;3,532899856567383;0;0;100;10;0;
928,527;21,1875;20,5;210,125;3,532899856567383;0;0;100;10;0;
928,531;21,1875;20,5;210,125;3,532899856567383;0;0;100;10;0;
928,534;21,1875;20,5;210,125;3,532899856567383;0;0;100;10;0;
