time;copter_pitch_angle;copter_roll_angle;copter_yaw_angle;copter_z_distance;REF_PITCH_ANGLE;REF_ROLL_ANGLE;REF_YAW_ANGLE;REF_Z_DISTANCE;SS;
0;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,007;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,012;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,016;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,021;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,026;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,03;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,034;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,038;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,042;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,047;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,05;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,055;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,059;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,063;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,067;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,071;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,075;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,079;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,083;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,087;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,091;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,096;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,1;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,103;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,107;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,112;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,116;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,12;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,124;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,128;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,132;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,136;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,139;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,143;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,147;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,151;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,154;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,158;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,162;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,166;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,17;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,174;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,177;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,181;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,185;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,19;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,195;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,198;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,202;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,206;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,21;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,214;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,218;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,221;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,225;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,23;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,234;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,238;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,242;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,246;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,25;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,253;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,257;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,261;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,265;25,875;14,6875;103,1875;3,5500500202178955;0;0;100;10;0;
0,268;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,271;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,276;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,28;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,283;25,875;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,286;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,289;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,292;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,296;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,3;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,303;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,307;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,31;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,314;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,318;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,322;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,325;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,329;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,333;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,337;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,34;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,344;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,349;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,353;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,356;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,36;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,364;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,368;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,371;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,374;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,377;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,382;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,385;25,8125;14,6875;103,1875;3,532899856567383;0;0;100;10;0;
0,388;25,8125;14,75;103,1875;3,532899856567383;0;0;100;10;0;
0,391;25,8125;14,75;103,1875;3,532899856567383;0;0;100;10;0;
0,395;25,8125;14,75;103,1875;3,532899856567383;0;0;100;10;0;
0,399;25,875;14,75;103,1875;3,532899856567383;0;0;100;10;0;
0,401;25,875;14,75;103,1875;3,532899856567383;0;0;100;10;0;
0,404;25,875;14,75;103,1875;3,532899856567383;0;0;100;10;0;
0,407;25,8125;14,75;103,1875;3,532899856567383;0;0;100;10;0;
0,41;25,8125;14,75;103,1875;3,532899856567383;0;0;100;10;0;
0,414;25,8125;14,75;103,1875;3,532899856567383;0;0;100;10;0;
0,418;25,8125;14,75;103,1875;3,532899856567383;0;0;100;10;0;
0,421;25,8125;14,75;103,1875;3,532899856567383;0;0;100;10;0;
0,424;25,8125;14,75;103,1875;3,532899856567383;0;0;100;10;0;
0,427;25,8125;14,75;103,1875;3,532899856567383;0;0;100;10;0;
0,432;25,8125;14,75;103,1875;3,532899856567383;0;0;100;10;0;
