time;copter_pitch_angle;copter_pitch_angle_kal;copter_pitch_angle_komp;copter_roll_angle;copter_roll_angle_kal;copter_roll_angle_komp;speed_test;
8,703;-1,1875;-1,1618285179138184;-1,1720519065856934;-31,375;-31,409032821655273;-31,408191680908203;100;
8,705;-1,1875;-1,1657626628875732;-1,1741807460784912;-31,375;-31,413728713989258;-31,411663055419922;100;
8,708;-1,1875;-1,1657626628875732;-1,1741807460784912;-31,375;-31,413728713989258;-31,411663055419922;100;
8,71;-1,1875;-1,1657626628875732;-1,1741807460784912;-31,375;-31,413728713989258;-31,411663055419922;100;
8,712;-1,1875;-1,1657626628875732;-1,1741807460784912;-31,375;-31,413728713989258;-31,411663055419922;100;
8,715;-1,1875;-1,164667010307312;-1,173417091369629;-31,375;-31,412702560424805;-31,411579132080078;100;
8,717;-1,1875;-1,164667010307312;-1,173417091369629;-31,375;-31,412702560424805;-31,411579132080078;100;
8,719;-1,1875;-1,164667010307312;-1,173417091369629;-31,375;-31,412702560424805;-31,411579132080078;100;
8,722;-1,1875;-1,164667010307312;-1,173417091369629;-31,375;-31,412702560424805;-31,411579132080078;100;
8,724;-1,1875;-1,1629891395568848;-1,17213773727417;-31,375;-31,408000946044922;-31,40865707397461;100;
8,727;-1,1875;-1,1629891395568848;-1,17213773727417;-31,375;-31,408000946044922;-31,40865707397461;100;
8,729;-1,1875;-1,1629891395568848;-1,17213773727417;-31,375;-31,408000946044922;-31,40865707397461;100;
8,731;-1,1875;-1,1629891395568848;-1,17213773727417;-31,375;-31,408000946044922;-31,40865707397461;100;
8,734;-1,1875;-1,1626522541046143;-1,17213773727417;-31,375;-31,407115936279297;-31,40865707397461;100;
8,736;-1,1875;-1,1626522541046143;-1,1710211038589478;-31,375;-31,407115936279297;-31,408052444458008;100;
8,739;-1,1875;-1,1626522541046143;-1,1710211038589478;-31,375;-31,407115936279297;-31,408052444458008;100;
8,741;-1,1875;-1,1626522541046143;-1,1710211038589478;-31,375;-31,407115936279297;-31,408052444458008;100;
8,744;-1,1875;-1,1611090898513794;-1,1702135801315308;-31,375;-31,40591812133789;-31,407438278198242;100;
8,747;-1,1875;-1,1611090898513794;-1,1702135801315308;-31,375;-31,40591812133789;-31,407438278198242;100;
8,749;-1,1875;-1,1611090898513794;-1,1702135801315308;-31,375;-31,40591812133789;-31,407438278198242;100;
8,751;-1,1875;-1,1611090898513794;-1,1702135801315308;-31,375;-31,40591812133789;-31,407438278198242;100;
8,753;-1,1875;-1,1611090898513794;-1,1702135801315308;-31,375;-31,40591812133789;-31,407438278198242;100;
8,756;-1,1875;-1,161948800086975;-1,1717232465744019;-31,375;-31,40473175048828;-31,406599044799805;100;
8,759;-1,1875;-1,161948800086975;-1,1717232465744019;-31,375;-31,40473175048828;-31,406599044799805;100;
8,761;-1,1875;-1,161948800086975;-1,1717232465744019;-31,375;-31,40473175048828;-31,406599044799805;100;
8,763;-1,1875;-1,161948800086975;-1,1717232465744019;-31,375;-31,40473175048828;-31,406599044799805;100;
8,765;-1,1875;-1,1633789539337158;-1,1727116107940674;-31,375;-31,403898239135742;-31,40578842163086;100;
8,767;-1,1875;-1,1633789539337158;-1,1727116107940674;-31,375;-31,403898239135742;-31,40578842163086;100;
8,769;-1,1875;-1,1633789539337158;-1,1727116107940674;-31,375;-31,403898239135742;-31,40578842163086;100;
8,772;-1,1875;-1,1633789539337158;-1,1727116107940674;-31,375;-31,403898239135742;-31,40578842163086;100;
8,775;-1,1875;-1,1647735834121704;-1,1730334758758545;-31,375;-31,401227951049805;-31,404010772705078;100;
8,777;-1,1875;-1,1647735834121704;-1,1730334758758545;-31,375;-31,401227951049805;-31,404010772705078;100;
8,779;-1,1875;-1,1647735834121704;-1,1730334758758545;-31,375;-31,401227951049805;-31,404010772705078;100;
8,781;-1,1875;-1,1647735834121704;-1,1730334758758545;-31,375;-31,401227951049805;-31,404010772705078;100;
8,783;-1,1875;-1,1647735834121704;-1,1730334758758545;-31,375;-31,401227951049805;-31,404010772705078;100;
8,785;-1,1875;-1,1608021259307861;-1,1694756746292114;-31,375;-31,40169334411621;-31,404695510864258;100;
8,787;-1,1875;-1,1608021259307861;-1,1694756746292114;-31,375;-31,40169334411621;-31,404695510864258;100;
8,79;-1,1875;-1,1608021259307861;-1,1694756746292114;-31,375;-31,40169334411621;-31,404695510864258;100;
8,792;-1,1875;-1,1608021259307861;-1,1694756746292114;-31,375;-31,40169334411621;-31,404695510864258;100;
8,795;-1,1875;-1,1593798398971558;-1,1690495014190674;-31,375;-31,399995803833008;-31,40374755859375;100;
8,798;-1,1875;-1,1593798398971558;-1,1690495014190674;-31,375;-31,399995803833008;-31,40374755859375;100;
8,8;-1,1875;-1,1593798398971558;-1,1690495014190674;-31,375;-31,399995803833008;-31,40374755859375;100;
8,803;-1,1875;-1,1615086793899536;-1,1709332466125488;-31,375;-31,40045928955078;-31,40421485900879;100;
8,805;-1,1875;-1,1615086793899536;-1,1709332466125488;-31,375;-31,40045928955078;-31,40421485900879;100;
8,808;-1,1875;-1,1615086793899536;-1,1709332466125488;-31,375;-31,40045928955078;-31,40421485900879;100;
8,81;-1,1875;-1,1615086793899536;-1,1709332466125488;-31,375;-31,40045928955078;-31,40421485900879;100;
8,813;-1,1875;-1,1615086793899536;-1,1709332466125488;-31,375;-31,40045928955078;-31,40421485900879;100;
8,815;-1,1875;-1,1624078750610352;-1,171431303024292;-31,375;-31,40584373474121;-31,407896041870117;100;
8,817;-1,1875;-1,1624078750610352;-1,171431303024292;-31,375;-31,40584373474121;-31,407896041870117;100;
8,819;-1,1875;-1,1624078750610352;-1,171431303024292;-31,375;-31,40584373474121;-31,407896041870117;100;
8,822;-1,1875;-1,1624078750610352;-1,171431303024292;-31,375;-31,40584373474121;-31,407896041870117;100;
8,825;-1,1875;-1,1632874011993408;-1,1716523170471191;-31,375;-31,403100967407227;-31,406089782714844;100;
8,827;-1,1875;-1,1632874011993408;-1,1716523170471191;-31,375;-31,403100967407227;-31,406089782714844;100;
8,829;-1,1875;-1,1632874011993408;-1,1716523170471191;-31,375;-31,403100967407227;-31,406089782714844;100;
8,831;-1,1875;-1,1632874011993408;-1,1716523170471191;-31,375;-31,403100967407227;-31,406089782714844;100;
8,834;-1,1875;-1,1632874011993408;-1,1716523170471191;-31,375;-31,403100967407227;-31,406089782714844;100;
8,836;-1,1875;-1,1618711948394775;-1,1698771715164185;-31,375;-31,399213790893555;-31,40372657775879;100;
8,839;-1,1875;-1,1618711948394775;-1,1698771715164185;-31,375;-31,399213790893555;-31,40372657775879;100;
8,841;-1,1875;-1,1618711948394775;-1,1698771715164185;-31,375;-31,399213790893555;-31,40372657775879;100;
8,843;-1,1875;-1,1618711948394775;-1,1698771715164185;-31,375;-31,399213790893555;-31,40372657775879;100;
8,846;-1,1875;-1,1579768657684326;-1,167059063911438;-31,375;-31,39720916748047;-31,40259552001953;100;
8,848;-1,1875;-1,1579768657684326;-1,167059063911438;-31,375;-31,39720916748047;-31,40259552001953;100;
8,851;-1,1875;-1,1579768657684326;-1,167059063911438;-31,375;-31,39720916748047;-31,40259552001953;100;
8,853;-1,1875;-1,1579768657684326;-1,167059063911438;-31,375;-31,39720916748047;-31,40259552001953;100;
8,856;-1,1875;-1,159654974937439;-1,1678824424743652;-31,375;-31,3940372467041;-31,400699615478516;100;
8,859;-1,1875;-1,159654974937439;-1,1678824424743652;-31,375;-31,3940372467041;-31,400699615478516;100;
8,861;-1,1875;-1,159654974937439;-1,1678824424743652;-31,375;-31,3940372467041;-31,400699615478516;100;
8,863;-1,1875;-1,159654974937439;-1,1678824424743652;-31,375;-31,3940372467041;-31,400699615478516;100;
8,865;-1,1875;-1,1630293130874634;-1,170196771621704;-31,375;-31,394596099853516;-31,40125846862793;100;
8,867;-1,1875;-1,1630293130874634;-1,170196771621704;-31,375;-31,394596099853516;-31,40125846862793;100;
8,869;-1,1875;-1,1630293130874634;-1,170196771621704;-31,375;-31,394596099853516;-31,40125846862793;100;
8,871;-1,1875;-1,1630293130874634;-1,170196771621704;-31,375;-31,394596099853516;-31,40125846862793;100;
8,874;-1,1875;-1,1630293130874634;-1,170196771621704;-31,375;-31,394596099853516;-31,40125846862793;100;
8,876;-1,1875;-1,164516806602478;-1,1709048748016357;-31,375;-31,396997451782227;-31,402786254882812;100;
8,878;-1,1875;-1,164516806602478;-1,1709048748016357;-31,375;-31,396997451782227;-31,402786254882812;100;
8,88;-1,1875;-1,164516806602478;-1,1709048748016357;-31,375;-31,396997451782227;-31,402786254882812;100;
8,882;-1,1875;-1,164516806602478;-1,1709048748016357;-31,375;-31,396997451782227;-31,402786254882812;100;
8,885;-1,1875;-1,1654356718063354;-1,17085862159729;-31,375;-31,396286010742188;-31,402315139770508;100;
8,887;-1,1875;-1,1654356718063354;-1,17085862159729;-31,375;-31,396286010742188;-31,402315139770508;100;
8,89;-1,1875;-1,1654356718063354;-1,17085862159729;-31,375;-31,396286010742188;-31,402315139770508;100;
8,892;-1,1875;-1,1654356718063354;-1,17085862159729;-31,375;-31,396286010742188;-31,402315139770508;100;
8,894;-1,1875;-1,1654356718063354;-1,17085862159729;-31,375;-31,396286010742188;-31,402315139770508;100;
8,897;-1,1875;-1,1639204025268555;-1,1697502136230469;-31,375;-31,401412963867188;-31,406278610229492;100;
8,9;-1,1875;-1,1639204025268555;-1,1697502136230469;-31,375;-31,401412963867188;-31,406278610229492;100;
8,902;-1,1875;-1,1660023927688599;-1,170994758605957;-31,375;-31,40147590637207;-31,406938552856445;100;
8,905;-1,1875;-1,1660023927688599;-1,170994758605957;-31,375;-31,40147590637207;-31,406938552856445;100;
8,908;-1,1875;-1,1660023927688599;-1,170994758605957;-31,375;-31,40147590637207;-31,406938552856445;100;
8,91;-1,1875;-1,1660023927688599;-1,170994758605957;-31,375;-31,40147590637207;-31,406938552856445;100;
8,912;-1,1875;-1,1660023927688599;-1,170994758605957;-31,375;-31,40147590637207;-31,406938552856445;100;
8,914;-1,1875;-1,1668143272399902;-1,1718584299087524;-31,375;-31,402158737182617;-31,40713119506836;100;
8,917;-1,1875;-1,1668143272399902;-1,1718584299087524;-31,375;-31,402158737182617;-31,40713119506836;100;
8,919;-1,1875;-1,1668143272399902;-1,1718584299087524;-31,375;-31,402158737182617;-31,40713119506836;100;
8,921;-1,1875;-1,1668143272399902;-1,1718584299087524;-31,375;-31,402158737182617;-31,40713119506836;100;
8,924;-1,1875;-1,1668143272399902;-1,1718584299087524;-31,375;-31,402158737182617;-31,40713119506836;100;
8,926;-1,1875;-1,1658648252487183;-1,171887993812561;-31,375;-31,39884376525879;-31,404918670654297;100;
8,929;-1,1875;-1,1658648252487183;-1,171887993812561;-31,375;-31,39884376525879;-31,404918670654297;100;
8,931;-1,1875;-1,1658648252487183;-1,171887993812561;-31,375;-31,39884376525879;-31,404918670654297;100;
8,933;-1,1875;-1,1658648252487183;-1,171887993812561;-31,375;-31,39884376525879;-31,404918670654297;100;
8,935;-1,1875;-1,1637883186340332;-1,169960618019104;-31,375;-31,400548934936523;-31,406219482421875;100;
8,938;-1,1875;-1,1637883186340332;-1,169960618019104;-31,375;-31,400548934936523;-31,406219482421875;100;
8,94;-1,1875;-1,1637883186340332;-1,169960618019104;-31,375;-31,400548934936523;-31,406219482421875;100;
8,942;-1,1875;-1,1637883186340332;-1,169960618019104;-31,375;-31,400548934936523;-31,406219482421875;100;
8,944;-1,1875;-1,1637883186340332;-1,169960618019104;-31,375;-31,400548934936523;-31,406219482421875;100;
8,946;-1,1875;-1,1617010831832886;-1,1677135229110718;-31,375;-31,399126052856445;-31,405054092407227;100;
8,949;-1,1875;-1,1617010831832886;-1,1677135229110718;-31,375;-31,399126052856445;-31,405054092407227;100;
8,951;-1,1875;-1,1617010831832886;-1,1677135229110718;-31,375;-31,399126052856445;-31,405054092407227;100;
8,953;-1,1875;-1,1614910364151;-1,1667057275772095;-31,375;-31,3986759185791;-31,404523849487305;100;
8,956;-1,1875;-1,1614910364151;-1,1667057275772095;-31,375;-31,3986759185791;-31,404523849487305;100;
8,958;-1,1875;-1,1614910364151;-1,1667057275772095;-31,375;-31,3986759185791;-31,404523849487305;100;
8,96;-1,1875;-1,1614910364151;-1,1667057275772095;-31,375;-31,3986759185791;-31,404523849487305;100;
8,962;-1,1875;-1,1614910364151;-1,1667057275772095;-31,375;-31,3986759185791;-31,404523849487305;100;
8,964;-1,1875;-1,1614910364151;-1,1667057275772095;-31,375;-31,3986759185791;-31,404523849487305;100;
8,966;-1,1875;-1,161784291267395;-1,1664860248565674;-31,375;-31,396968841552734;-31,403167724609375;100;
8,968;-1,1875;-1,161784291267395;-1,1664860248565674;-31,375;-31,396968841552734;-31,403167724609375;100;
8,97;-1,1875;-1,161784291267395;-1,1664860248565674;-31,375;-31,396968841552734;-31,403167724609375;100;
8,973;-1,1875;-1,161784291267395;-1,1664860248565674;-31,375;-31,396968841552734;-31,403167724609375;100;
8,975;-1,1875;-1,1626965999603271;-1,1668059825897217;-31,375;-31,393774032592773;-31,40084457397461;100;
8,977;-1,1875;-1,1626965999603271;-1,1668059825897217;-31,375;-31,393774032592773;-31,40084457397461;100;
8,979;-1,1875;-1,1626965999603271;-1,1668059825897217;-31,375;-31,393774032592773;-31,40084457397461;100;
8,982;-1,1875;-1,1626965999603271;-1,1668059825897217;-31,375;-31,393774032592773;-31,40084457397461;100;
8,984;-1,1875;-1,1626965999603271;-1,1668059825897217;-31,375;-31,393774032592773;-31,40084457397461;100;
8,986;-1,1875;-1,1653496026992798;-1,1689119338989258;-31,375;-31,39678382873535;-31,402772903442383;100;
8,989;-1,1875;-1,1653496026992798;-1,1689119338989258;-31,375;-31,39678382873535;-31,402772903442383;100;
8,991;-1,1875;-1,1653496026992798;-1,1689119338989258;-31,375;-31,39678382873535;-31,402772903442383;100;
8,993;-1,1875;-1,1653496026992798;-1,1689119338989258;-31,375;-31,39678382873535;-31,402772903442383;100;
8,995;-1,1875;-1,1656136512756348;-1,1696466207504272;-31,375;-31,395185470581055;-31,400808334350586;100;
8,998;-1,1875;-1,1656136512756348;-1,1696466207504272;-31,375;-31,395185470581055;-31,400808334350586;100;
9;-1,1875;-1,1656136512756348;-1,1696466207504272;-31,375;-31,395185470581055;-31,400808334350586;100;
9,003;-1,1875;-1,164095163345337;-1,1692053079605103;-31,375;-31,39211082458496;-31,397878646850586;100;
9,005;-1,1875;-1,164095163345337;-1,1692053079605103;-31,375;-31,39211082458496;-31,397878646850586;100;
9,008;-1,1875;-1,164095163345337;-1,1692053079605103;-31,375;-31,39211082458496;-31,397878646850586;100;
9,01;-1,1875;-1,164095163345337;-1,1692053079605103;-31,375;-31,39211082458496;-31,397878646850586;100;
9,012;-1,1875;-1,164095163345337;-1,1692053079605103;-31,375;-31,39211082458496;-31,397878646850586;100;
9,015;-1,1875;-1,164095163345337;-1,1692053079605103;-31,375;-31,39211082458496;-31,397878646850586;100;
9,017;-1,1875;-1,1644549369812012;-1,1690224409103394;-31,375;-31,391557693481445;-31,397708892822266;100;
9,019;-1,1875;-1,1644549369812012;-1,1690224409103394;-31,375;-31,391557693481445;-31,397708892822266;100;
9,022;-1,1875;-1,1644549369812012;-1,1690224409103394;-31,375;-31,391557693481445;-31,397708892822266;100;
9,024;-1,1875;-1,1644549369812012;-1,1690224409103394;-31,375;-31,391557693481445;-31,397708892822266;100;
9,027;-1,1875;-1,1665197610855103;-1,1699624061584473;-31,375;-31,390674591064453;-31,397323608398438;100;
9,029;-1,1875;-1,1665197610855103;-1,1699624061584473;-31,375;-31,390674591064453;-31,397323608398438;100;
9,031;-1,1875;-1,1665197610855103;-1,1699624061584473;-31,375;-31,390674591064453;-31,397323608398438;100;
9,033;-1,1875;-1,1665197610855103;-1,1699624061584473;-31,375;-31,390674591064453;-31,397323608398438;100;
9,035;-1,1875;-1,1656297445297241;-1,1694260835647583;-31,375;-31,394149780273438;-31,399782180786133;100;
9,037;-1,1875;-1,1656297445297241;-1,1694260835647583;-31,375;-31,394149780273438;-31,399782180786133;100;
9,04;-1,1875;-1,1656297445297241;-1,1694260835647583;-31,375;-31,394149780273438;-31,399782180786133;100;
9,043;-1,1875;-1,1656297445297241;-1,1694260835647583;-31,375;-31,394149780273438;-31,399782180786133;100;
9,045;-1,1875;-1,1646441221237183;-1,1688302755355835;-31,375;-31,396265029907227;-31,401355743408203;100;
9,048;-1,1875;-1,1646441221237183;-1,1688302755355835;-31,375;-31,396265029907227;-31,401355743408203;100;
9,051;-1,1875;-1,1646441221237183;-1,1688302755355835;-31,375;-31,396265029907227;-31,401355743408203;100;
9,053;-1,1875;-1,1655473709106445;-1,1694716215133667;-31,375;-31,39867401123047;-31,403118133544922;100;
9,056;-1,1875;-1,1655473709106445;-1,1694716215133667;-31,375;-31,39867401123047;-31,403118133544922;100;
9,059;-1,1875;-1,1655473709106445;-1,1694716215133667;-31,375;-31,39867401123047;-31,403118133544922;100;
9,061;-1,1875;-1,1655473709106445;-1,1694716215133667;-31,375;-31,39867401123047;-31,403118133544922;100;
9,063;-1,1875;-1,1655473709106445;-1,1694716215133667;-31,375;-31,39867401123047;-31,403118133544922;100;
9,065;-1,1875;-1,1655473709106445;-1,1694716215133667;-31,375;-31,39867401123047;-31,403118133544922;100;
9,067;-1,1875;-1,163981556892395;-1,168375849723816;-31,375;-31,39640998840332;-31,40138816833496;100;
9,069;-1,1875;-1,163981556892395;-1,168375849723816;-31,375;-31,39640998840332;-31,40138816833496;100;
9,071;-1,1875;-1,163981556892395;-1,168375849723816;-31,375;-31,39640998840332;-31,40138816833496;100;
9,073;-1,1875;-1,163981556892395;-1,168375849723816;-31,375;-31,39640998840332;-31,40138816833496;100;
9,075;-1,1875;-1,163708209991455;-1,1690173149108887;-31,375;-31,39420509338379;-31,3999080657959;100;
