time;copter_pitch_angle;copter_pitch_angle_kal;copter_pitch_angle_komp;copter_roll_angle;copter_roll_angle_kal;copter_roll_angle_komp;speed_test;
0,09;-0,8125;-0,7997952103614807;-0,7893770933151245;-31,5625;-31,450912475585938;-31,451309204101562;100;
0,094;-0,8125;-0,7997952103614807;-0,7893770933151245;-31,5625;-31,450912475585938;-31,451309204101562;100;
0,097;-0,8125;-0,7997952103614807;-0,7893770933151245;-31,5625;-31,450912475585938;-31,451309204101562;100;
0,1;-0,8125;-0,7971294522285461;-0,7872869968414307;-31,5625;-31,451444625854492;-31,45121955871582;100;
0,103;-0,8125;-0,7971294522285461;-0,7872869968414307;-31,5625;-31,451444625854492;-31,45121955871582;100;
0,107;-0,8125;-0,7993820905685425;-0,7886598706245422;-31,5625;-31,447980880737305;-31,448745727539062;100;
0,11;-0,8125;-0,7993820905685425;-0,7886598706245422;-31,5625;-31,447980880737305;-31,448745727539062;100;
0,113;-0,8125;-0,7993820905685425;-0,7886598706245422;-31,5625;-31,447980880737305;-31,448745727539062;100;
0,116;-0,8125;-0,7993820905685425;-0,7886598706245422;-31,5625;-31,447980880737305;-31,448745727539062;100;
0,119;-0,8125;-0,7993820905685425;-0,7886598706245422;-31,5625;-31,447980880737305;-31,448745727539062;100;
0,123;-0,8125;-0,7949864864349365;-0,7861343026161194;-31,5625;-31,450138092041016;-31,449939727783203;100;
0,126;-0,8125;-0,7949864864349365;-0,7861343026161194;-31,5625;-31,450138092041016;-31,449939727783203;100;
0,129;-0,8125;-0,7949864864349365;-0,7861343026161194;-31,5625;-31,450138092041016;-31,449939727783203;100;
0,132;-0,8125;-0,7901050448417664;-0,7834771275520325;-31,5625;-31,448862075805664;-31,449312210083008;100;
0,135;-0,8125;-0,7901050448417664;-0,7834771275520325;-31,5625;-31,448862075805664;-31,449312210083008;100;
0,138;-0,8125;-0,7901050448417664;-0,7834771275520325;-31,5625;-31,448862075805664;-31,449312210083008;100;
0,141;-0,8125;-0,7924879789352417;-0,7852329015731812;-31,5625;-31,450393676757812;-31,449878692626953;100;
0,144;-0,8125;-0,7924879789352417;-0,7852329015731812;-31,5625;-31,450393676757812;-31,449878692626953;100;
0,147;-0,8125;-0,7924879789352417;-0,7852329015731812;-31,5625;-31,450393676757812;-31,449878692626953;100;
0,15;-0,8125;-0,7924879789352417;-0,7852329015731812;-31,5625;-31,450393676757812;-31,449878692626953;100;
0,152;-0,8125;-0,7900183796882629;-0,7829194068908691;-31,5625;-31,45311737060547;-31,451663970947266;100;
0,155;-0,8125;-0,7900183796882629;-0,7829194068908691;-31,5625;-31,45311737060547;-31,451663970947266;100;
0,159;-0,8125;-0,7912634611129761;-0,784054696559906;-31,5625;-31,44991683959961;-31,450008392333984;100;
0,163;-0,8125;-0,7912634611129761;-0,784054696559906;-31,5625;-31,44991683959961;-31,450008392333984;100;
0,166;-0,8125;-0,7912634611129761;-0,784054696559906;-31,5625;-31,44991683959961;-31,450008392333984;100;
0,17;-0,8125;-0,7893904447555542;-0,7828945517539978;-31,5625;-31,44768714904785;-31,44832992553711;100;
0,177;-0,8125;-0,7893904447555542;-0,7828945517539978;-31,5625;-31,44768714904785;-31,44832992553711;100;
0,18;-0,8125;-0,7893904447555542;-0,7828945517539978;-31,5625;-31,44768714904785;-31,44832992553711;100;
0,183;-0,8125;-0,7948314547538757;-0,786246657371521;-31,5625;-31,446455001831055;-31,447542190551758;100;
0,186;-0,8125;-0,7948314547538757;-0,786246657371521;-31,5625;-31,446455001831055;-31,447542190551758;100;
0,189;-0,8125;-0,7948314547538757;-0,786246657371521;-31,5625;-31,446455001831055;-31,447542190551758;100;
0,192;-0,8125;-0,7911182045936584;-0,7832480669021606;-31,5625;-31,448312759399414;-31,448766708374023;100;
0,196;-0,8125;-0,7911182045936584;-0,7832480669021606;-31,5625;-31,448312759399414;-31,448766708374023;100;
0,199;-0,8125;-0,7911182045936584;-0,7832480669021606;-31,5625;-31,448312759399414;-31,448766708374023;100;
0,202;-0,8125;-0,792317807674408;-0,7837169170379639;-31,5625;-31,451072692871094;-31,450586318969727;100;
0,205;-0,8125;-0,792317807674408;-0,7837169170379639;-31,5625;-31,451072692871094;-31,450586318969727;100;
0,208;-0,8125;-0,7898011207580566;-0,781385600566864;-31,5625;-31,451885223388672;-31,450904846191406;100;
0,211;-0,8125;-0,7898011207580566;-0,781385600566864;-31,5625;-31,451885223388672;-31,450904846191406;100;
0,215;-0,8125;-0,7898011207580566;-0,781385600566864;-31,5625;-31,451885223388672;-31,450904846191406;100;
0,218;-0,8125;-0,7898011207580566;-0,781385600566864;-31,5625;-31,451885223388672;-31,450904846191406;100;
0,221;-0,8125;-0,791638970375061;-0,7830476760864258;-31,5625;-31,451499938964844;-31,450443267822266;100;
0,224;-0,8125;-0,791638970375061;-0,7830476760864258;-31,5625;-31,451499938964844;-31,450443267822266;100;
0,228;-0,8125;-0,791638970375061;-0,7830476760864258;-31,5625;-31,451499938964844;-31,450443267822266;100;
0,231;-0,8125;-0,795189380645752;-0,7851871848106384;-31,5625;-31,452327728271484;-31,451004028320312;100;
0,235;-0,8125;-0,795189380645752;-0,7851871848106384;-31,5625;-31,452327728271484;-31,451004028320312;100;
0,238;-0,8125;-0,795189380645752;-0,7851871848106384;-31,5625;-31,452327728271484;-31,451004028320312;100;
0,241;-0,8125;-0,7920962572097778;-0,7827425003051758;-31,5625;-31,446720123291016;-31,44670295715332;100;
0,245;-0,8125;-0,7920962572097778;-0,7827425003051758;-31,5625;-31,446720123291016;-31,44670295715332;100;
0,248;-0,8125;-0,7920962572097778;-0,7827425003051758;-31,5625;-31,446720123291016;-31,44670295715332;100;
0,251;-0,8125;-0,7884941101074219;-0,7804824113845825;-31,5625;-31,45174789428711;-31,44955062866211;100;
0,254;-0,8125;-0,7884941101074219;-0,7804824113845825;-31,5625;-31,45174789428711;-31,44955062866211;100;
0,257;-0,8125;-0,7843371629714966;-0,7777231931686401;-31,5625;-31,451400756835938;-31,449100494384766;100;
0,261;-0,8125;-0,7843371629714966;-0,7777231931686401;-31,5625;-31,451400756835938;-31,449100494384766;100;
0,264;-0,8125;-0,7843371629714966;-0,7777231931686401;-31,5625;-31,451400756835938;-31,449100494384766;100;
0,267;-0,8125;-0,7843371629714966;-0,7777231931686401;-31,5625;-31,451400756835938;-31,449100494384766;100;
0,27;-0,8125;-0,7843371629714966;-0,7777231931686401;-31,5625;-31,451400756835938;-31,449100494384766;100;
0,273;-0,8125;-0,780869722366333;-0,774570643901825;-31,5625;-31,449522018432617;-31,447460174560547;100;
0,276;-0,8125;-0,780869722366333;-0,774570643901825;-31,5625;-31,449522018432617;-31,447460174560547;100;
0,28;-0,8125;-0,780869722366333;-0,774570643901825;-31,5625;-31,449522018432617;-31,447460174560547;100;
0,283;-0,8125;-0,7829154133796692;-0,7760494947433472;-31,5625;-31,44984245300293;-31,44768714904785;100;
