time,copter_pitch_angle,copter_pitch_angle_kal,copter_pitch_angle_komp,copter_roll_angle,copter_roll_angle_kal,copter_roll_angle_komp,
53.562,29.4375,28.908313751220703,28.911191940307617,-1.125,-1.4133268594741821,-1.4218299388885498,
53.572,29.4375,28.90934944152832,28.911754608154297,-1.125,-1.4145416021347046,-1.422298550605774,
53.582,29.4375,28.915054321289062,28.913251876831055,-1.125,-1.4191142320632935,-1.42488431930542,
53.592,29.4375,28.916656494140625,28.91378402709961,-1.125,-1.4214990139007568,-1.4258027076721191,
53.602,29.4375,28.911401748657227,28.91215705871582,-1.125,-1.4239016771316528,-1.4271743297576904,
53.612,29.4375,28.90643882751465,28.910560607910156,-1.125,-1.420566439628601,-1.4254993200302124,
53.622,29.4375,28.906461715698242,28.910144805908203,-1.125,-1.41746187210083,-1.4237821102142334,
53.632,29.4375,28.923786163330078,28.915925979614258,-1.125,-1.4222153425216675,-1.4259449243545532,
53.642,29.4375,28.9266414642334,28.916929244995117,-1.125,-1.4200371503829956,-1.4249441623687744,
53.652,29.4375,28.924779891967773,28.917152404785156,-1.125,-1.4209873676300049,-1.424896240234375,
53.662,29.4375,28.916067123413086,28.91560935974121,-1.125,-1.4231865406036377,-1.425596833229065,
53.672,29.4375,28.91464614868164,28.91594696044922,-1.125,-1.4121019840240479,-1.4202215671539307,
53.682,29.4375,28.91573143005371,28.916013717651367,-1.125,-1.4149284362792969,-1.42112398147583,
53.692,29.4375,28.928308486938477,28.91949462890625,-1.125,-1.420180082321167,-1.4235848188400269,
53.702,29.4375,28.92398452758789,28.91786766052246,-1.125,-1.4199386835098267,-1.4234697818756104,
53.712,29.4375,28.91337776184082,28.914552688598633,-1.125,-1.4129475355148315,-1.4199107885360718,
53.722,29.4375,28.897979736328125,28.908950805664062,-1.125,-1.4152992963790894,-1.4212751388549805,
53.732,29.4375,28.910436630249023,28.913150787353516,-1.125,-1.41267728805542,-1.4194968938827515,
53.742,29.4375,28.915178298950195,28.914752960205078,-1.125,-1.411997675895691,-1.418419599533081,
53.752,29.4375,28.916872024536133,28.915109634399414,-1.125,-1.4113452434539795,-1.4172247648239136,
53.762,29.4375,28.915327072143555,28.914695739746094,-1.125,-1.4068102836608887,-1.414435625076294,
53.772,29.4375,28.91119384765625,28.913618087768555,-1.125,-1.412306785583496,-1.4164361953735352,
53.782,29.4375,28.904817581176758,28.912006378173828,-1.125,-1.4116008281707764,-1.415848731994629,
53.792,29.4375,28.897323608398438,28.909709930419922,-1.125,-1.4081562757492065,-1.413974642753601,
53.802,29.4375,28.89554214477539,28.909019470214844,-1.125,-1.4047033786773682,-1.4120687246322632,
53.812,29.4375,28.90690803527832,28.912395477294922,-1.125,-1.4065033197402954,-1.4122169017791748,
53.822,29.4375,28.904659271240234,28.910892486572266,-1.125,-1.4079828262329102,-1.412257432937622,
53.832,29.4375,28.90581703186035,28.911197662353516,-1.125,-1.4075167179107666,-1.4111407995224,
53.842,29.4375,28.899017333984375,28.909578323364258,-1.125,-1.4064702987670898,-1.4100874662399292,
53.852,29.4375,28.892061233520508,28.908096313476562,-1.125,-1.3999401330947876,-1.4065357446670532,
53.862,29.4375,28.89228630065918,28.908376693725586,-1.125,-1.401664137840271,-1.407141089439392,
53.872,29.4375,28.89792251586914,28.909923553466797,-1.125,-1.3975881338119507,-1.404895544052124,
53.882,29.4375,28.906028747558594,28.912153244018555,-1.125,-1.4013499021530151,-1.4060864448547363,
53.892,29.4375,28.9062557220459,28.911640167236328,-1.125,-1.4050565958023071,-1.4073610305786133,
53.902,29.4375,28.904958724975586,28.910505294799805,-1.125,-1.4059271812438965,-1.4073922634124756,
53.912,29.4375,28.899843215942383,28.908828735351562,-1.125,-1.4067375659942627,-1.4072065353393555,
53.922,29.4375,28.90552520751953,28.911102294921875,-1.125,-1.4105262756347656,-1.4080016613006592,
53.932,29.4375,28.89974594116211,28.90941047668457,-1.125,-1.4126925468444824,-1.4081827402114868,
53.942,29.4375,28.913103103637695,28.913759231567383,-1.125,-1.4123454093933105,-1.4074326753616333,
