time;copter_pitch_angle;copter_roll_angle;copter_yaw_angle;copter_z_distance;SS;
0,465;28,9375;3,5;359,6875;3,532899856567383;0;
0,466;28,9375;3,5;359,6875;3,532899856567383;0;
0,468;28,9375;3,5;359,6875;3,532899856567383;0;
0,47;28,9375;3,5;359,6875;3,532899856567383;0;
0,471;28,9375;3,5;359,6875;3,532899856567383;0;
0,473;28,9375;3,5;359,6875;3,532899856567383;0;
0,475;28,9375;3,5;359,6875;3,532899856567383;0;
0,477;28,9375;3,5;359,6875;3,532899856567383;0;
0,479;28,9375;3,5;359,6875;3,532899856567383;0;
0,481;28,9375;3,5;359,6875;3,532899856567383;0;
0,483;28,9375;3,5;359,6875;3,532899856567383;0;
0,484;28,9375;3,5;359,6875;3,532899856567383;0;
0,486;28,9375;3,5;359,6875;3,532899856567383;0;
0,488;28,9375;3,5;359,6875;3,532899856567383;0;
0,49;28,9375;3,5;359,6875;3,532899856567383;0;
0,492;28,9375;3,5;359,6875;3,532899856567383;0;
0,494;28,9375;3,5;359,6875;3,532899856567383;0;
0,495;28,9375;3,5;359,6875;3,532899856567383;0;
0,496;28,9375;3,5;359,6875;3,532899856567383;0;
0,498;28,9375;3,5;359,6875;3,532899856567383;0;
0,499;28,9375;3,5;359,6875;3,532899856567383;0;
0,501;28,9375;3,5;359,6875;3,532899856567383;0;
0,502;28,9375;3,5;359,6875;3,532899856567383;0;
0,504;28,9375;3,5;359,6875;3,532899856567383;0;
0,507;28,9375;3,5;359,6875;3,532899856567383;0;
0,509;28,9375;3,5;359,6875;3,532899856567383;0;
0,511;28,9375;3,5;359,6875;3,532899856567383;0;
0,512;28,9375;3,5;359,6875;3,532899856567383;0;
0,513;28,9375;3,5;359,6875;3,532899856567383;0;
0,515;28,9375;3,5;359,6875;3,532899856567383;0;
0,516;28,9375;3,5;359,6875;3,532899856567383;0;
0,518;28,9375;3,5;359,6875;3,532899856567383;0;
0,52;28,9375;3,5;359,6875;3,532899856567383;0;
0,522;28,9375;3,5;359,6875;3,532899856567383;0;
0,524;28,9375;3,5;359,6875;3,532899856567383;0;
0,527;28,9375;3,5;359,6875;3,532899856567383;0;
0,528;28,9375;3,5;359,6875;3,532899856567383;0;
0,53;28,9375;3,5;359,6875;3,532899856567383;0;
0,532;28,9375;3,5;359,6875;3,532899856567383;0;
0,533;28,9375;3,5;359,6875;3,532899856567383;0;
0,535;28,9375;3,4375;359,6875;3,532899856567383;0;
0,536;28,9375;3,4375;359,6875;3,532899856567383;0;
0,538;28,9375;3,4375;359,6875;3,532899856567383;0;
0,54;28,9375;3,4375;359,6875;3,532899856567383;0;
0,542;28,9375;3,4375;359,6875;3,532899856567383;0;
0,544;28,9375;3,4375;359,6875;3,532899856567383;0;
0,545;29;3,4375;359,6875;3,532899856567383;0;
0,547;29;3,4375;359,6875;3,532899856567383;0;
0,549;29;3,4375;359,6875;3,532899856567383;0;
0,55;29;3,4375;359,6875;3,532899856567383;0;
0,552;29;3,4375;359,6875;3,532899856567383;0;
0,553;29;3,4375;359,6875;3,532899856567383;0;
0,555;29;3,4375;359,6875;3,532899856567383;0;
0,557;29;3,4375;359,6875;3,532899856567383;0;
0,559;29;3,4375;359,6875;3,532899856567383;0;
0,561;29;3,4375;359,6875;3,532899856567383;0;
0,562;29;3,4375;359,6875;3,532899856567383;0;
0,564;29;3,4375;359,6875;3,532899856567383;0;
0,565;29;3,4375;359,6875;3,532899856567383;0;
0,567;29;3,4375;359,6875;3,532899856567383;0;
0,569;29;3,4375;359,6875;3,532899856567383;0;
0,571;29;3,4375;359,6875;3,532899856567383;0;
0,572;29;3,4375;359,6875;3,532899856567383;0;
0,575;29;3,4375;359,6875;3,532899856567383;0;
0,577;29;3,4375;359,6875;3,532899856567383;0;
0,578;29;3,4375;359,6875;3,532899856567383;0;
0,58;29;3,4375;359,6875;3,532899856567383;0;
0,582;29;3,4375;359,6875;3,532899856567383;0;
0,584;29;3,4375;359,6875;3,532899856567383;0;
0,586;29;3,4375;359,6875;3,532899856567383;0;
0,587;29;3,4375;359,6875;3,532899856567383;0;
0,589;29;3,4375;359,6875;3,532899856567383;0;
0,591;29;3,4375;359,6875;3,532899856567383;0;
0,593;29;3,4375;359,6875;3,532899856567383;0;
0,595;29;3,4375;359,6875;3,532899856567383;0;
0,596;29;3,4375;359,6875;3,532899856567383;0;
0,598;29;3,4375;359,6875;3,532899856567383;0;
0,6;29;3,4375;359,6875;3,532899856567383;0;
0,601;29;3,4375;359,6875;3,532899856567383;0;
0,603;29;3,4375;359,6875;3,532899856567383;0;
0,605;28,9375;3,4375;359,6875;3,532899856567383;0;
0,607;28,9375;3,4375;359,6875;3,532899856567383;0;
0,609;28,9375;3,4375;359,6875;3,532899856567383;0;
0,611;28,9375;3,4375;359,6875;3,532899856567383;0;
0,612;28,9375;3,4375;359,6875;3,532899856567383;0;
0,613;28,9375;3,4375;359,6875;3,532899856567383;0;
0,615;28,9375;3,4375;359,6875;3,532899856567383;0;
0,616;28,9375;3,4375;359,6875;3,532899856567383;0;
0,618;28,9375;3,4375;359,6875;3,532899856567383;0;
0,62;28,9375;3,4375;359,6875;3,532899856567383;0;
0,622;28,9375;3,4375;359,6875;3,532899856567383;0;
0,624;28,9375;3,4375;359,6875;3,532899856567383;0;
0,626;28,9375;3,4375;359,6875;3,532899856567383;0;
0,628;28,9375;3,4375;359,6875;3,532899856567383;0;
0,63;28,9375;3,4375;359,6875;3,532899856567383;0;
0,632;28,9375;3,4375;359,6875;3,532899856567383;0;
0,634;28,9375;3,4375;359,6875;3,532899856567383;0;
0,635;28,9375;3,4375;359,6875;3,532899856567383;0;
0,637;28,9375;3,4375;359,6875;3,532899856567383;0;
0,639;28,9375;3,4375;359,6875;3,532899856567383;0;
0,641;28,9375;3,4375;359,6875;3,532899856567383;0;
0,643;28,9375;3,4375;359,6875;3,532899856567383;0;
0,644;28,9375;3,4375;359,6875;3,532899856567383;0;
0,646;28,9375;3,4375;359,6875;3,532899856567383;0;
0,648;28,9375;3,4375;359,6875;3,532899856567383;0;
0,65;28,9375;3,4375;359,6875;3,532899856567383;0;
0,651;28,9375;3,4375;359,6875;3,532899856567383;0;
0,653;28,9375;3,4375;359,6875;3,532899856567383;0;
0,655;29;3,4375;359,6875;3,532899856567383;0;
0,657;29;3,4375;359,6875;3,532899856567383;0;
0,658;29;3,4375;359,6875;3,532899856567383;0;
0,66;29;3,4375;359,6875;3,532899856567383;0;
0,662;29;3,4375;359,6875;3,532899856567383;0;
0,664;29;3,4375;359,6875;3,532899856567383;0;
0,666;29;3,4375;359,6875;3,532899856567383;0;
0,668;29;3,4375;359,6875;3,532899856567383;0;
0,669;29;3,4375;359,6875;3,532899856567383;0;
0,672;29;3,4375;359,6875;3,532899856567383;0;
0,673;29;3,4375;359,6875;3,532899856567383;0;
0,675;29;3,4375;359,6875;3,532899856567383;0;
0,678;29;3,4375;359,6875;3,532899856567383;0;
0,679;29;3,4375;359,6875;3,532899856567383;0;
0,681;29;3,4375;359,6875;3,532899856567383;0;
0,683;29;3,4375;359,6875;3,532899856567383;0;
0,685;29;3,4375;359,6875;3,532899856567383;0;
0,687;29;3,4375;359,6875;3,532899856567383;0;
0,689;29;3,4375;359,6875;3,532899856567383;0;
0,691;29;3,4375;359,6875;3,532899856567383;0;
0,693;29;3,4375;359,6875;3,532899856567383;0;
0,695;29;3,4375;359,6875;3,532899856567383;0;
0,697;29;3,4375;359,6875;3,532899856567383;0;
0,699;29;3,4375;359,6875;3,532899856567383;0;
0,701;29;3,4375;359,6875;3,532899856567383;0;
0,702;29;3,4375;359,6875;3,532899856567383;0;
0,704;29;3,4375;359,6875;3,532899856567383;0;
0,706;29;3,4375;359,6875;3,532899856567383;0;
0,709;29;3,4375;359,6875;3,532899856567383;0;
0,71;29;3,4375;359,6875;3,532899856567383;0;
0,712;29;3,4375;359,6875;3,532899856567383;0;
0,714;29;3,4375;359,6875;3,532899856567383;0;
0,716;29;3,4375;359,6875;3,532899856567383;0;
0,718;29;3,4375;359,6875;3,532899856567383;0;
0,721;29;3,4375;359,6875;3,532899856567383;0;
0,723;29;3,4375;359,6875;3,532899856567383;0;
0,725;29;3,4375;359,6875;3,532899856567383;0;
0,727;29;3,4375;359,6875;3,532899856567383;0;
0,729;29;3,4375;359,6875;3,532899856567383;0;
0,731;29;3,4375;359,6875;3,532899856567383;0;
0,733;29;3,4375;359,6875;3,532899856567383;0;
0,735;29;3,4375;359,6875;3,532899856567383;0;
0,736;29;3,4375;359,6875;3,532899856567383;0;
0,738;29;3,4375;359,6875;3,532899856567383;0;
0,74;29;3,4375;359,6875;3,532899856567383;0;
0,742;29;3,4375;359,6875;3,532899856567383;0;
0,744;29;3,4375;359,6875;3,532899856567383;0;
0,746;29;3,4375;359,6875;3,532899856567383;0;
0,748;29;3,4375;359,6875;3,532899856567383;0;
0,75;29;3,4375;359,6875;3,532899856567383;0;
0,752;29;3,4375;359,6875;3,532899856567383;0;
0,753;29;3,4375;359,6875;3,532899856567383;0;
0,755;29;3,4375;359,6875;3,532899856567383;0;
0,757;29;3,4375;359,6875;3,532899856567383;0;
0,759;29;3,4375;359,6875;3,532899856567383;0;
0,761;29;3,4375;359,6875;3,532899856567383;0;
0,763;29;3,4375;359,6875;3,532899856567383;0;
0,765;29;3,4375;359,6875;3,532899856567383;0;
0,767;29;3,4375;359,6875;3,532899856567383;0;
0,769;29;3,4375;359,6875;3,532899856567383;0;
0,771;29;3,4375;359,6875;3,532899856567383;0;
0,773;29;3,4375;359,6875;3,532899856567383;0;
0,775;29;3,4375;359,6875;3,532899856567383;0;
0,777;29;3,4375;359,6875;3,532899856567383;0;
0,778;29;3,4375;359,6875;3,532899856567383;0;
0,78;29;3,4375;359,6875;3,532899856567383;0;
0,782;29;3,4375;359,6875;3,532899856567383;0;
0,784;29;3,4375;359,6875;3,532899856567383;0;
0,786;29;3,4375;359,6875;3,532899856567383;0;
0,788;29;3,4375;359,6875;3,532899856567383;0;
0,79;29;3,4375;359,6875;3,532899856567383;0;
0,792;29;3,4375;359,6875;3,532899856567383;0;
0,794;29;3,4375;359,6875;3,532899856567383;0;
0,796;29;3,4375;359,6875;3,532899856567383;0;
0,798;29;3,4375;359,6875;3,532899856567383;0;
0,799;29;3,4375;359,6875;3,532899856567383;0;
0,801;29;3,4375;359,6875;3,532899856567383;0;
0,803;29;3,4375;359,6875;3,532899856567383;0;
0,805;29;3,4375;359,6875;3,532899856567383;0;
0,807;29;3,4375;359,6875;3,532899856567383;0;
0,809;29;3,4375;359,6875;3,532899856567383;0;
0,81;29;3,4375;359,6875;3,532899856567383;0;
0,812;29;3,4375;359,6875;3,532899856567383;0;
0,814;29;3,4375;359,6875;3,532899856567383;0;
0,816;29;3,4375;359,6875;3,532899856567383;0;
0,818;29;3,4375;359,6875;3,532899856567383;0;
0,819;29;3,4375;359,6875;3,532899856567383;0;
0,821;29;3,4375;359,6875;3,532899856567383;0;
0,823;29;3,4375;359,6875;3,532899856567383;0;
0,825;29;3,4375;359,6875;3,532899856567383;0;
0,827;29;3,4375;359,6875;3,532899856567383;0;
0,829;29;3,4375;359,6875;3,532899856567383;0;
0,831;29;3,4375;359,6875;3,532899856567383;0;
0,832;29;3,4375;359,6875;3,9959499835968018;0;
0,834;29;3,4375;359,6875;3,9959499835968018;0;
0,836;29;3,4375;359,6875;3,9959499835968018;0;
0,838;29;3,4375;359,6875;3,9959499835968018;0;
0,84;29;3,4375;359,6875;3,9959499835968018;0;
0,842;29;3,4375;359,6875;3,9959499835968018;0;
0,843;29;3,4375;359,6875;3,9959499835968018;0;
0,845;29;3,4375;359,6875;3,9959499835968018;0;
0,848;29;3,4375;359,6875;3,9959499835968018;0;
0,849;29;3,4375;359,6875;3,9959499835968018;0;
0,851;29;3,4375;359,6875;3,9959499835968018;0;
0,853;29;3,4375;359,6875;3,9959499835968018;0;
0,854;29;3,4375;359,6875;3,9959499835968018;0;
0,856;29;3,4375;359,6875;3,9959499835968018;0;
0,858;29;3,4375;359,6875;3,9959499835968018;0;
0,86;29;3,4375;359,6875;3,9959499835968018;0;
0,862;29;3,4375;359,6875;3,9959499835968018;0;
0,863;29;3,4375;359,6875;3,9959499835968018;0;
0,865;29;3,4375;359,6875;3,9959499835968018;0;
0,867;29;3,4375;359,6875;3,9959499835968018;0;
0,869;29;3,4375;359,6875;3,9959499835968018;0;
0,87;29;3,4375;359,6875;3,9959499835968018;0;
0,873;29;3,4375;359,6875;3,9959499835968018;0;
0,875;29;3,4375;359,6875;3,9959499835968018;0;
0,877;29;3,4375;359,6875;3,9959499835968018;0;
0,879;29;3,4375;359,6875;3,9959499835968018;0;
0,881;29;3,4375;359,6875;3,9959499835968018;0;
0,883;29;3,4375;359,6875;3,9959499835968018;0;
0,885;29;3,4375;359,6875;3,9959499835968018;0;
0,886;29;3,4375;359,6875;3,9959499835968018;0;
0,888;29;3,4375;359,6875;3,9959499835968018;0;
0,89;29;3,4375;359,6875;3,9959499835968018;0;
0,892;29;3,4375;359,6875;3,532899856567383;0;
0,893;29;3,4375;359,6875;3,532899856567383;0;
0,895;29;3,4375;359,6875;3,532899856567383;0;
0,897;29;3,4375;359,6875;3,532899856567383;0;
0,899;29;3,4375;359,6875;3,532899856567383;0;
0,901;29;3,4375;359,6875;3,532899856567383;0;
0,902;29;3,5;359,6875;3,532899856567383;0;
0,904;29;3,5;359,6875;3,532899856567383;0;
0,906;29;3,5;359,6875;3,532899856567383;0;
0,908;29;3,5;359,6875;3,532899856567383;0;
0,91;29;3,5;359,6875;3,532899856567383;0;
0,912;29;3,5;359,6875;3,532899856567383;0;
0,914;29;3,5;359,6875;3,532899856567383;0;
0,916;29;3,5;359,6875;3,532899856567383;0;
0,917;29;3,5;359,6875;3,532899856567383;0;
