time;copter_pitch_angle;copter_pitch_angle_kal;copter_pitch_angle_komp;copter_roll_angle;copter_roll_angle_kal;copter_roll_angle_komp;REF_PITCH_ANGLE;REF_ROLL_ANGLE;REF_YAW_ANGLE;REF_Z_DISTANCE;SS;
0,21;23,5;22,94175910949707;22,974639892578125;18,375;18,224924087524414;18,168039321899414;0;0;100;10;0;
0,214;23,5;22,94175910949707;22,974639892578125;18,375;18,224924087524414;18,168039321899414;0;0;100;10;0;
0,218;23,5;22,926637649536133;22,963150024414062;18,375;18,2807674407959;18,205825805664062;0;0;100;10;0;
0,222;23,5;22,926637649536133;22,963150024414062;18,375;18,2807674407959;18,205825805664062;0;0;100;10;0;
0,225;23,5;22,959182739257812;22,982669830322266;18,375;18,200519561767578;18,15576171875;0;0;100;10;0;
0,229;23,5;22,959182739257812;22,982669830322266;18,375;18,200519561767578;18,15576171875;0;0;100;10;0;
0,233;23,5;22,959182739257812;22,982669830322266;18,375;18,200519561767578;18,15576171875;0;0;100;10;0;
0,237;23,5;22,919546127319336;22,95412826538086;18,375;18,252004623413086;18,192855834960938;0;0;100;10;0;
0,241;23,5;22,919546127319336;22,95412826538086;18,375;18,252004623413086;18,192855834960938;0;0;100;10;0;
0,244;23,5;22,919546127319336;22,95412826538086;18,375;18,252004623413086;18,192855834960938;0;0;100;10;0;
0,249;23,5;22,958595275878906;22,977781295776367;18,375;18,27008056640625;18,206586837768555;0;0;100;10;0;
0,253;23,5;22,958595275878906;22,977781295776367;18,375;18,27008056640625;18,206586837768555;0;0;100;10;0;
0,256;23,5;22,943410873413086;22,966049194335938;18,375;18,30681037902832;18,232698440551758;0;0;100;10;0;
0,259;23,5;22,943410873413086;22,966049194335938;18,375;18,30681037902832;18,232698440551758;0;0;100;10;0;
0,262;23,5;22,943410873413086;22,966049194335938;18,375;18,30681037902832;18,232698440551758;0;0;100;10;0;
0,266;23,5;22,96639060974121;22,979679107666016;18,375;18,228912353515625;18,18434715270996;0;0;100;10;0;
0,27;23,5;22,96639060974121;22,979679107666016;18,375;18,228912353515625;18,18434715270996;0;0;100;10;0;
0,273;23,5;22,96639060974121;22,979679107666016;18,375;18,228912353515625;18,18434715270996;0;0;100;10;0;
0,276;23,5;22,92195701599121;22,948564529418945;18,375;18,295970916748047;18,230018615722656;0;0;100;10;0;
0,279;23,5;22,92195701599121;22,948564529418945;18,375;18,295970916748047;18,230018615722656;0;0;100;10;0;
0,283;23,5;22,92195701599121;22,948564529418945;18,375;18,295970916748047;18,230018615722656;0;0;100;10;0;
0,286;23,5;22,90916633605957;22,938697814941406;18,375;18,265522003173828;18,212099075317383;0;0;100;10;0;
0,288;23,5;22,90916633605957;22,938697814941406;18,375;18,265522003173828;18,212099075317383;0;0;100;10;0;
0,291;23,5;22,90916633605957;22,938697814941406;18,375;18,265522003173828;18,212099075317383;0;0;100;10;0;
0,295;23,5;22,90916633605957;22,938697814941406;18,375;18,265522003173828;18,212099075317383;0;0;100;10;0;
0,299;23,5;22,91123390197754;22,93951988220215;18,375;18,309696197509766;18,24309539794922;0;0;100;10;0;
0,302;23,5;22,91123390197754;22,93951988220215;18,375;18,309696197509766;18,24309539794922;0;0;100;10;0;
0,305;23,5;22,929758071899414;22,950010299682617;18,375;18,249893188476562;18,204879760742188;0;0;100;10;0;
0,308;23,5;22,929758071899414;22,950010299682617;18,375;18,249893188476562;18,204879760742188;0;0;100;10;0;
0,311;23,5;22,929758071899414;22,950010299682617;18,375;18,249893188476562;18,204879760742188;0;0;100;10;0;
0,316;23,5;22,968814849853516;22,973974227905273;18,375;18,20258140563965;18,173908233642578;0;0;100;10;0;
0,32;23,5;22,968814849853516;22,973974227905273;18,375;18,20258140563965;18,173908233642578;0;0;100;10;0;
0,323;23,5;22,968814849853516;22,973974227905273;18,375;18,20258140563965;18,173908233642578;0;0;100;10;0;
0,327;23,5;22,946866989135742;22,958847045898438;18,375;18,187719345092773;18,165414810180664;0;0;100;10;0;
0,33;23,5;22,946866989135742;22,958847045898438;18,375;18,187719345092773;18,165414810180664;0;0;100;10;0;
0,334;23,5;22,946866989135742;22,958847045898438;18,375;18,187719345092773;18,165414810180664;0;0;100;10;0;
0,337;23,5;22,94027328491211;22,953784942626953;18,375;18,22844123840332;18,19267463684082;0;0;100;10;0;
0,34;23,5;22,94027328491211;22,953784942626953;18,375;18,22844123840332;18,19267463684082;0;0;100;10;0;
0,343;23,5;22,94027328491211;22,953784942626953;18,375;18,22844123840332;18,19267463684082;0;0;100;10;0;
0,346;23,5;22,96355438232422;22,968080520629883;18,375;18,180400848388672;18,161514282226562;0;0;100;10;0;
0,35;23,5;22,96355438232422;22,968080520629883;18,375;18,180400848388672;18,161514282226562;0;0;100;10;0;
0,353;23,5;22,96355438232422;22,968080520629883;18,375;18,180400848388672;18,161514282226562;0;0;100;10;0;
0,356;23,5;23,007991790771484;22,995868682861328;18,375;18,118696212768555;18,122194290161133;0;0;100;10;0;
0,36;23,5;23,007991790771484;22,995868682861328;18,375;18,118696212768555;18,122194290161133;0;0;100;10;0;
0,363;23,5;23,007991790771484;22,995868682861328;18,375;18,118696212768555;18,122194290161133;0;0;100;10;0;
0,367;23,5;22,974517822265625;22,97260093688965;18,375;18,12116050720215;18,12575912475586;0;0;100;10;0;
0,37;23,5;22,974517822265625;22,97260093688965;18,375;18,12116050720215;18,12575912475586;0;0;100;10;0;
0,373;23,5;22,974517822265625;22,97260093688965;18,375;18,12116050720215;18,12575912475586;0;0;100;10;0;
0,376;23,5;22,986526489257812;22,97946548461914;18,375;18,15252685546875;18,145851135253906;0;0;100;10;0;
0,379;23,5;22,986526489257812;22,97946548461914;18,375;18,15252685546875;18,145851135253906;0;0;100;10;0;
0,384;23,5;22,986526489257812;22,97946548461914;18,375;18,15252685546875;18,145851135253906;0;0;100;10;0;
0,387;23,5;22,954988479614258;22,9582576751709;18,375;18,22108268737793;18,191287994384766;0;0;100;10;0;
0,39;23,5;22,954988479614258;22,9582576751709;18,375;18,22108268737793;18,191287994384766;0;0;100;10;0;
0,393;23,5;22,954988479614258;22,9582576751709;18,375;18,22108268737793;18,191287994384766;0;0;100;10;0;
0,396;23,5;22,998016357421875;22,985061645507812;18,375;18,14657211303711;18,142786026000977;0;0;100;10;0;
0,4;23,5;22,998016357421875;22,985061645507812;18,375;18,14657211303711;18,142786026000977;0;0;100;10;0;
0,403;23,5;22,998016357421875;22,985061645507812;18,375;18,14657211303711;18,142786026000977;0;0;100;10;0;
0,406;23,5;22,950468063354492;22,951763153076172;18,375;18,163084030151367;18,15474510192871;0;0;100;10;0;
0,409;23,5;22,950468063354492;22,951763153076172;18,375;18,163084030151367;18,15474510192871;0;0;100;10;0;
0,413;23,5;22,950468063354492;22,951763153076172;18,375;18,163084030151367;18,15474510192871;0;0;100;10;0;
0,417;23,5;22,94379997253418;22,945758819580078;18,3125;18,13506507873535;18,13706398010254;0;0;100;10;0;
0,42;23,5;22,94379997253418;22,945758819580078;18,3125;18,13506507873535;18,13706398010254;0;0;100;10;0;
0,424;23,5;22,94379997253418;22,945758819580078;18,3125;18,13506507873535;18,13706398010254;0;0;100;10;0;
0,427;23,5;22,928560256958008;22,935110092163086;18,375;18,19054412841797;18,17421531677246;0;0;100;10;0;
0,43;23,5;22,928560256958008;22,935110092163086;18,375;18,19054412841797;18,17421531677246;0;0;100;10;0;
0,434;23,5;22,928560256958008;22,935110092163086;18,375;18,19054412841797;18,17421531677246;0;0;100;10;0;
0,437;23,5;22,977603912353516;22,96649932861328;18,3125;18,106794357299805;18,11895751953125;0;0;100;10;0;
0,44;23,5;22,977603912353516;22,96649932861328;18,3125;18,106794357299805;18,11895751953125;0;0;100;10;0;
0,443;23,5;22,977603912353516;22,96649932861328;18,3125;18,106794357299805;18,11895751953125;0;0;100;10;0;
0,446;23,5;23,0231990814209;22,99493408203125;18,3125;18,02845001220703;18,068157196044922;0;0;100;10;0;
0,45;23,5;23,0231990814209;22,99493408203125;18,3125;18,02845001220703;18,068157196044922;0;0;100;10;0;
0,453;23,5;23,0231990814209;22,99493408203125;18,3125;18,02845001220703;18,068157196044922;0;0;100;10;0;
0,456;23,5;23,00748062133789;22,983325958251953;18,3125;17,99777603149414;18,049983978271484;0;0;100;10;0;
0,459;23,5;23,00748062133789;22,983325958251953;18,3125;17,99777603149414;18,049983978271484;0;0;100;10;0;
0,462;23,5;23,00748062133789;22,983325958251953;18,3125;17,99777603149414;18,049983978271484;0;0;100;10;0;
0,466;23,5;22,98548698425293;22,968202590942383;18,3125;18,037818908691406;18,076824188232422;0;0;100;10;0;
0,468;23,4375;22,98548698425293;22,968202590942383;18,3125;18,037818908691406;18,076824188232422;0;0;100;10;0;
0,472;23,4375;22,98548698425293;22,968202590942383;18,3125;18,037818908691406;18,076824188232422;0;0;100;10;0;
0,475;23,4375;22,98548698425293;22,968202590942383;18,3125;18,037818908691406;18,076824188232422;0;0;100;10;0;
0,478;23,4375;23,0128116607666;22,984386444091797;18,3125;17,974342346191406;18,035490036010742;0;0;100;10;0;
0,481;23,4375;23,0128116607666;22,984386444091797;18,3125;17,974342346191406;18,035490036010742;0;0;100;10;0;
0,485;23,4375;23,0128116607666;22,984386444091797;18,3125;17,974342346191406;18,035490036010742;0;0;100;10;0;
0,488;23,4375;23,055896759033203;23,010927200317383;18,3125;17,973125457763672;18,035860061645508;0;0;100;10;0;
0,491;23,4375;23,055896759033203;23,010927200317383;18,3125;17,973125457763672;18,035860061645508;0;0;100;10;0;
0,494;23,4375;23,055896759033203;23,010927200317383;18,3125;17,973125457763672;18,035860061645508;0;0;100;10;0;
0,498;23,4375;23,098703384399414;23,037141799926758;18,3125;17,97193717956543;18,03679847717285;0;0;100;10;0;
0,502;23,4375;23,098703384399414;23,037141799926758;18,3125;17,97193717956543;18,03679847717285;0;0;100;10;0;
0,505;23,4375;23,098703384399414;23,037141799926758;18,3125;17,97193717956543;18,03679847717285;0;0;100;10;0;
0,508;23,4375;23,073896408081055;23,020536422729492;18,3125;17,93892478942871;18,015499114990234;0;0;100;10;0;
0,511;23,4375;23,073896408081055;23,020536422729492;18,3125;17,93892478942871;18,015499114990234;0;0;100;10;0;
0,515;23,4375;23,073896408081055;23,020536422729492;18,3125;17,93892478942871;18,015499114990234;0;0;100;10;0;
0,518;23,4375;23,06276512145996;23,01232147216797;18,3125;17,97524642944336;18,03913116455078;0;0;100;10;0;
0,522;23,4375;23,06276512145996;23,01232147216797;18,3125;17,97524642944336;18,03913116455078;0;0;100;10;0;
0,526;23,4375;23,06276512145996;23,01232147216797;18,3125;17,97524642944336;18,03913116455078;0;0;100;10;0;
0,529;23,4375;23,006412506103516;22,97475814819336;18,3125;18,044937133789062;18,084537506103516;0;0;100;10;0;
0,532;23,4375;23,006412506103516;22,97475814819336;18,3125;18,044937133789062;18,084537506103516;0;0;100;10;0;
0,536;23,4375;23,057649612426758;22,97475814819336;18,3125;18,02778434753418;18,074047088623047;0;0;100;10;0;
0,539;23,4375;23,057649612426758;23,00694465637207;18,3125;18,02778434753418;18,074047088623047;0;0;100;10;0;
0,542;23,4375;23,057649612426758;23,00694465637207;18,3125;18,02778434753418;18,074047088623047;0;0;100;10;0;
0,545;23,4375;23,057649612426758;23,00694465637207;18,3125;18,02778434753418;18,074047088623047;0;0;100;10;0;
0,549;23,4375;23,01734161376953;22,980661392211914;18,3125;18,01512908935547;18,066267013549805;0;0;100;10;0;
0,552;23,4375;23,01734161376953;22,980661392211914;18,3125;18,01512908935547;18,066267013549805;0;0;100;10;0;
0,555;23,4375;23,01734161376953;22,980661392211914;18,3125;18,01512908935547;18,066267013549805;0;0;100;10;0;
0,558;23,4375;23,012866973876953;22,977415084838867;18,3125;17,962657928466797;18,03185272216797;0;0;100;10;0;
0,561;23,4375;23,012866973876953;22,977415084838867;18,3125;17,962657928466797;18,03185272216797;0;0;100;10;0;
0,564;23,4375;23,012866973876953;22,977415084838867;18,3125;17,962657928466797;18,03185272216797;0;0;100;10;0;
0,568;23,4375;22,979206085205078;22,955299377441406;18,3125;18,023670196533203;18,071645736694336;0;0;100;10;0;
0,571;23,4375;22,979206085205078;22,955299377441406;18,3125;18,023670196533203;18,071645736694336;0;0;100;10;0;
0,574;23,4375;22,979206085205078;22,955299377441406;18,3125;18,023670196533203;18,071645736694336;0;0;100;10;0;
0,578;23,4375;23,018686294555664;22,979694366455078;18,3125;17,988500595092773;18,047901153564453;0;0;100;10;0;
0,582;23,4375;23,018686294555664;22,979694366455078;18,3125;17,988500595092773;18,047901153564453;0;0;100;10;0;
0,586;23,4375;23,018686294555664;22,979694366455078;18,3125;17,988500595092773;18,047901153564453;0;0;100;10;0;
0,589;23,4375;22,970821380615234;22,947404861450195;18,3125;17,997129440307617;18,053245544433594;0;0;100;10;0;
0,592;23,4375;22,970821380615234;22,947404861450195;18,3125;17,997129440307617;18,053245544433594;0;0;100;10;0;
0,595;23,4375;22,970821380615234;22,947404861450195;18,3125;17,997129440307617;18,053245544433594;0;0;100;10;0;
0,599;23,4375;22,9655818939209;22,943889617919922;18,3125;17,948348999023438;18,021907806396484;0;0;100;10;0;
0,603;23,4375;22,9655818939209;22,943889617919922;18,3125;17,948348999023438;18,021907806396484;0;0;100;10;0;
0,606;23,4375;22,9655818939209;22,943889617919922;18,3125;17,948348999023438;18,021907806396484;0;0;100;10;0;
0,609;23,4375;22,93677520751953;22,925554275512695;18,3125;18,008207321166992;18,06035614013672;0;0;100;10;0;
0,612;23,4375;22,93677520751953;22,925554275512695;18,3125;18,008207321166992;18,06035614013672;0;0;100;10;0;
0,616;23,4375;22,93677520751953;22,925554275512695;18,3125;18,008207321166992;18,06035614013672;0;0;100;10;0;
0,619;23,4375;22,96811866760254;22,944841384887695;18,3125;17,965377807617188;18,032285690307617;0;0;100;10;0;
0,623;23,4375;22,96811866760254;22,944841384887695;18,3125;17,965377807617188;18,032285690307617;0;0;100;10;0;
0,626;23,4375;22,96811866760254;22,944841384887695;18,3125;17,965377807617188;18,032285690307617;0;0;100;10;0;
0,629;23,4375;22,99713134765625;22,962993621826172;18,3125;17,99056053161621;18,0496768951416;0;0;100;10;0;
0,633;23,4375;22,99713134765625;22,962993621826172;18,3125;17,99056053161621;18,0496768951416;0;0;100;10;0;
0,636;23,4375;22,99713134765625;22,962993621826172;18,3125;17,99056053161621;18,0496768951416;0;0;100;10;0;
0,639;23,4375;22,997276306152344;22,963064193725586;18,3125;17,952516555786133;18,025394439697266;0;0;100;10;0;
0,642;23,4375;22,997276306152344;22,963064193725586;18,3125;17,952516555786133;18,025394439697266;0;0;100;10;0;
0,645;23,4375;22,997276306152344;22,963064193725586;18,3125;17,952516555786133;18,025394439697266;0;0;100;10;0;
0,649;23,4375;22,976499557495117;22,95003318786621;18,3125;18,015167236328125;18,066482543945312;0;0;100;10;0;
0,652;23,4375;22,976499557495117;22,95003318786621;18,3125;18,015167236328125;18,066482543945312;0;0;100;10;0;
0,655;23,4375;22,976499557495117;22,95003318786621;18,3125;18,015167236328125;18,066482543945312;0;0;100;10;0;
0,658;23,4375;22,9270076751709;22,91749382019043;18,3125;18,036762237548828;18,080425262451172;0;0;100;10;0;
0,661;23,4375;22,9270076751709;22,91749382019043;18,3125;18,036762237548828;18,080425262451172;0;0;100;10;0;
0,664;23,4375;22,9270076751709;22,91749382019043;18,3125;18,036762237548828;18,080425262451172;0;0;100;10;0;
0,668;23,4375;22,96095848083496;22,93890953063965;18,3125;18,053098678588867;18,09210205078125;0;0;100;10;0;
0,671;23,4375;22,96095848083496;22,93890953063965;18,3125;18,053098678588867;18,09210205078125;0;0;100;10;0;
0,675;23,4375;22,96095848083496;22,93890953063965;18,3125;18,053098678588867;18,09210205078125;0;0;100;10;0;
0,678;23,4375;22,928543090820312;22,9173583984375;18,3125;18,0283260345459;18,076940536499023;0;0;100;10;0;
0,682;23,4375;22,928543090820312;22,9173583984375;18,3125;18,0283260345459;18,076940536499023;0;0;100;10;0;
0,685;23,4375;22,928543090820312;22,9173583984375;18,3125;18,0283260345459;18,076940536499023;0;0;100;10;0;
0,688;23,4375;22,94797134399414;22,929698944091797;18,3125;17,968921661376953;18,03856658935547;0;0;100;10;0;
0,691;23,4375;22,94797134399414;22,929698944091797;18,3125;17,968921661376953;18,03856658935547;0;0;100;10;0;
0,695;23,4375;22,94797134399414;22,929698944091797;18,3125;17,968921661376953;18,03856658935547;0;0;100;10;0;
0,698;23,4375;22,913957595825195;22,907320022583008;18,3125;18,01610565185547;18,068706512451172;0;0;100;10;0;
0,702;23,4375;22,913957595825195;22,907320022583008;18,3125;18,01610565185547;18,068706512451172;0;0;100;10;0;
0,705;23,4375;22,913957595825195;22,907320022583008;18,3125;18,01610565185547;18,068706512451172;0;0;100;10;0;
0,708;23,4375;22,93968963623047;22,92361831665039;18,3125;18,016332626342773;18,067785263061523;0;0;100;10;0;
0,711;23,4375;22,93968963623047;22,92361831665039;18,3125;18,016332626342773;18,067785263061523;0;0;100;10;0;
0,714;23,4375;22,93968963623047;22,92361831665039;18,3125;18,016332626342773;18,067785263061523;0;0;100;10;0;
0,718;23,4375;22,92323112487793;22,91328239440918;18,3125;17,994033813476562;18,0529842376709;0;0;100;10;0;
0,721;23,4375;22,92323112487793;22,91328239440918;18,3125;17,994033813476562;18,0529842376709;0;0;100;10;0;
0,724;23,4375;22,92323112487793;22,91328239440918;18,3125;17,994033813476562;18,0529842376709;0;0;100;10;0;
0,727;23,4375;22,933773040771484;22,92095947265625;18,3125;17,95281219482422;18,025531768798828;0;0;100;10;0;
0,731;23,375;22,933773040771484;22,92095947265625;18,3125;17,95281219482422;18,025531768798828;0;0;100;10;0;
0,734;23,375;22,933773040771484;22,92095947265625;18,3125;17,95281219482422;18,025531768798828;0;0;100;10;0;
0,737;23,375;22,90341567993164;22,901350021362305;18,3125;18,00246810913086;18,05699348449707;0;0;100;10;0;
0,74;23,375;22,90341567993164;22,901350021362305;18,3125;18,00246810913086;18,05699348449707;0;0;100;10;0;
0,744;23,375;22,90341567993164;22,901350021362305;18,3125;18,00246810913086;18,05699348449707;0;0;100;10;0;
0,747;23,375;22,940933227539062;22,925336837768555;18,3125;17,980613708496094;18,041852951049805;0;0;100;10;0;
0,751;23,375;22,940933227539062;22,925336837768555;18,3125;17,980613708496094;18,041852951049805;0;0;100;10;0;
0,754;23,375;22,940933227539062;22,925336837768555;18,3125;17,980613708496094;18,041852951049805;0;0;100;10;0;
0,757;23,375;22,948307037353516;22,92964744567871;18,3125;18,017759323120117;18,06525993347168;0;0;100;10;0;
0,76;23,375;22,948307037353516;22,92964744567871;18,3125;18,017759323120117;18,06525993347168;0;0;100;10;0;
0,763;23,375;22,948307037353516;22,92964744567871;18,3125;18,017759323120117;18,06525993347168;0;0;100;10;0;
0,766;23,375;22,948307037353516;22,92964744567871;18,3125;18,017759323120117;18,06525993347168;0;0;100;10;0;
0,769;23,375;22,952516555786133;22,932645797729492;18,3125;17,974977493286133;18,037080764770508;0;0;100;10;0;
0,772;23,375;22,952516555786133;22,932645797729492;18,3125;17,974977493286133;18,037080764770508;0;0;100;10;0;
0,775;23,375;22,952516555786133;22,932645797729492;18,3125;17,974977493286133;18,037080764770508;0;0;100;10;0;
0,778;23,375;22,92792320251465;22,916452407836914;18,3125;18,020715713500977;18,06570816040039;0;0;100;10;0;
0,782;23,375;22,92792320251465;22,916452407836914;18,3125;18,020715713500977;18,06570816040039;0;0;100;10;0;
0,785;23,375;22,92792320251465;22,916452407836914;18,3125;18,020715713500977;18,06570816040039;0;0;100;10;0;
0,789;23,375;22,899085998535156;22,898038864135742;18,3125;18,02726936340332;18,069089889526367;0;0;100;10;0;
0,792;23,375;22,899085998535156;22,898038864135742;18,3125;18,02726936340332;18,069089889526367;0;0;100;10;0;
0,795;23,375;22,899085998535156;22,898038864135742;18,3125;18,02726936340332;18,069089889526367;0;0;100;10;0;
0,798;23,375;22,917692184448242;22,90911293029785;18,3125;18,049652099609375;18,085540771484375;0;0;100;10;0;
0,802;23,375;22,917692184448242;22,90911293029785;18,3125;18,049652099609375;18,085540771484375;0;0;100;10;0;
0,805;23,375;22,917692184448242;22,90911293029785;18,3125;18,049652099609375;18,085540771484375;0;0;100;10;0;
0,808;23,375;22,912189483642578;22,90445327758789;18,3125;18,01008415222168;18,061492919921875;0;0;100;10;0;
0,811;23,375;22,912189483642578;22,90445327758789;18,3125;18,01008415222168;18,061492919921875;0;0;100;10;0;
0,813;23,375;22,912189483642578;22,90445327758789;18,3125;18,01008415222168;18,061492919921875;0;0;100;10;0;
0,816;23,375;22,912189483642578;22,90445327758789;18,3125;18,01008415222168;18,061492919921875;0;0;100;10;0;
0,819;23,375;22,895307540893555;22,89312171936035;18,3125;18,073444366455078;18,10283660888672;0;0;100;10;0;
0,822;23,375;22,895307540893555;22,89312171936035;18,3125;18,073444366455078;18,10283660888672;0;0;100;10;0;
0,825;23,375;22,895307540893555;22,89312171936035;18,3125;18,073444366455078;18,10283660888672;0;0;100;10;0;
0,829;23,375;22,872028350830078;22,87761878967285;18,3125;18,086200714111328;18,110254287719727;0;0;100;10;0;
