time;copter_roll_angle;kd;ki;kp;REF_ROLL_ANGLE;SS;
0,675;-31,125;12;0,000009999999747378752;2,5;0;0;
0,679;-31,125;12;0,000009999999747378752;2,5;0;0;
0,682;-31,125;12;0,000009999999747378752;2,5;0;0;
0,684;-31,125;12;0,000009999999747378752;2,5;0;0;
0,687;-31,125;12;0,000009999999747378752;2,5;0;0;
0,69;-31,125;12;0,000009999999747378752;2,5;0;0;
0,693;-31,125;12;0,000009999999747378752;2,5;0;0;
0,696;-31,125;12;0,000009999999747378752;2,5;0;0;
0,698;-31,125;12;0,000009999999747378752;2,5;0;0;
0,701;-31,125;12;0,000009999999747378752;2,5;0;0;
0,704;-31,125;12;0,000009999999747378752;2,5;0;0;
0,708;-31,125;12;0,000009999999747378752;2,5;0;0;
0,711;-31,125;12;0,000009999999747378752;2,5;0;0;
0,713;-31,125;12;0,000009999999747378752;2,5;0;0;
0,716;-31,125;12;0,000009999999747378752;2,5;0;0;
0,719;-31,125;12;0,000009999999747378752;2,5;0;0;
0,722;-31,125;12;0,000009999999747378752;2,5;0;0;
0,725;-31,125;12;0,000009999999747378752;2,5;0;0;
0,728;-31,125;12;0,000009999999747378752;2,5;0;0;
0,731;-31,125;12;0,000009999999747378752;2,5;0;0;
0,734;-31,125;12;0,000009999999747378752;2,5;0;0;
0,737;-31,125;12;0,000009999999747378752;2,5;0;0;
0,74;-31,125;12;0,000009999999747378752;2,5;0;0;
0,743;-31,125;12;0,000009999999747378752;2,5;0;0;
0,746;-31,125;12;0,000009999999747378752;2,5;0;0;
0,748;-31,125;12;0,000009999999747378752;2,5;0;0;
0,751;-31,125;12;0,000009999999747378752;2,5;0;0;
0,754;-31,125;12;0,000009999999747378752;2,5;0;0;
0,758;-31,125;12;0,000009999999747378752;2,5;0;0;
0,76;-31,125;12;0,000009999999747378752;2,5;0;0;
0,763;-31,125;12;0,000009999999747378752;2,5;0;0;
0,765;-31,125;12;0,000009999999747378752;2,5;0;0;
