time;copter_roll_angle;kd;ki;kp;REF_ROLL_ANGLE;SS;
51,749;19,25;12;0,000009999999747378752;4;10;1;
51,752;19,25;12;0,000009999999747378752;4;10;1;
51,755;19,3125;12;0,000009999999747378752;4;10;1;
51,758;19,3125;12;0,000009999999747378752;4;10;1;
51,761;19,3125;12;0,000009999999747378752;4;10;1;
51,764;19,3125;12;0,000009999999747378752;4;10;1;
51,767;19,3125;12;0,000009999999747378752;4;10;1;
51,77;19,3125;12;0,000009999999747378752;4;10;1;
51,773;19,375;12;0,000009999999747378752;4;10;1;
51,776;19,375;12;0,000009999999747378752;4;10;1;
51,779;19,375;12;0,000009999999747378752;4;10;1;
51,782;19,4375;12;0,000009999999747378752;4;10;1;
51,785;19,4375;12;0,000009999999747378752;4;10;1;
51,788;19,4375;12;0,000009999999747378752;4;10;1;
51,791;19,4375;12;0,000009999999747378752;4;10;1;
51,794;19,4375;12;0,000009999999747378752;4;10;1;
51,797;19,4375;12;0,000009999999747378752;4;10;1;
51,801;19,4375;12;0,000009999999747378752;4;10;1;
51,804;19,4375;12;0,000009999999747378752;4;10;1;
51,807;19,4375;12;0,000009999999747378752;4;10;1;
51,81;19,4375;12;0,000009999999747378752;4;10;1;
51,813;19,4375;12;0,000009999999747378752;4;10;1;
51,816;19,4375;12;0,000009999999747378752;4;10;1;
51,819;19,4375;12;0,000009999999747378752;4;10;1;
51,822;19,4375;12;0,000009999999747378752;4;10;1;
51,825;19,4375;12;0,000009999999747378752;4;10;1;
51,828;19,4375;12;0,000009999999747378752;4;10;1;
51,831;19,4375;12;0,000009999999747378752;4;10;1;
51,834;19,375;12;0,000009999999747378752;4;10;1;
51,838;19,375;12;0,000009999999747378752;4;10;1;
51,841;19,375;12;0,000009999999747378752;4;10;1;
51,844;19,375;12;0,000009999999747378752;4;10;1;
51,847;19,375;12;0,000009999999747378752;4;10;1;
51,85;19,375;12;0,000009999999747378752;4;10;1;
51,853;19,3125;12;0,000009999999747378752;4;10;1;
51,856;19,3125;12;0,000009999999747378752;4;10;1;
51,859;19,3125;12;0,000009999999747378752;4;10;1;
51,862;19,3125;12;0,000009999999747378752;4;10;1;
51,865;19,3125;12;0,000009999999747378752;4;10;1;
51,868;19,3125;12;0,000009999999747378752;4;10;1;
51,871;19,3125;12;0,000009999999747378752;4;10;1;
51,875;19,25;12;0,000009999999747378752;4;10;1;
51,878;19,25;12;0,000009999999747378752;4;10;1;
51,881;19,25;12;0,000009999999747378752;4;10;1;
51,884;19,1875;12;0,000009999999747378752;4;10;1;
51,887;19,1875;12;0,000009999999747378752;4;10;1;
51,89;19,1875;12;0,000009999999747378752;4;10;1;
51,893;19,1875;12;0,000009999999747378752;4;10;1;
51,897;19,1875;12;0,000009999999747378752;4;10;1;
51,9;19,1875;12;0,000009999999747378752;4;10;1;
51,903;19,1875;12;0,000009999999747378752;4;10;1;
51,906;19,1875;12;0,000009999999747378752;4;10;1;
51,909;19,1875;12;0,000009999999747378752;4;10;1;
51,912;19,125;12;0,000009999999747378752;4;10;1;
51,915;19,125;12;0,000009999999747378752;4;10;1;
51,918;19,125;12;0,000009999999747378752;4;10;1;
51,921;19,125;12;0,000009999999747378752;4;10;1;
51,925;19,125;12;0,000009999999747378752;4;10;1;
51,928;19,125;12;0,000009999999747378752;4;10;1;
51,931;19,125;12;0,000009999999747378752;4;10;1;
51,934;19,0625;12;0,000009999999747378752;4;10;1;
51,937;19,0625;12;0,000009999999747378752;4;10;1;
51,94;19,0625;12;0,000009999999747378752;4;10;1;
51,943;19,0625;12;0,000009999999747378752;4;10;1;
51,946;19,0625;12;0,000009999999747378752;4;10;1;
51,949;19,0625;12;0,000009999999747378752;4;10;1;
51,952;19;12;0,000009999999747378752;4;10;1;
51,955;19;12;0,000009999999747378752;4;10;1;
51,958;19;12;0,000009999999747378752;4;10;1;
51,961;19;12;0,000009999999747378752;4;10;1;
51,964;18,9375;12;0,000009999999747378752;4;10;1;
51,967;18,9375;12;0,000009999999747378752;4;10;1;
51,97;18,9375;12;0,000009999999747378752;4;10;1;
51,974;18,875;12;0,000009999999747378752;4;10;1;
51,977;18,875;12;0,000009999999747378752;4;10;1;
51,98;18,875;12;0,000009999999747378752;4;10;1;
51,983;18,8125;12;0,000009999999747378752;4;10;1;
51,986;18,8125;12;0,000009999999747378752;4;10;1;
51,989;18,8125;12;0,000009999999747378752;4;10;1;
51,992;18,8125;12;0,000009999999747378752;4;10;1;
51,995;18,75;12;0,000009999999747378752;4;10;1;
51,998;18,75;12;0,000009999999747378752;4;10;1;
52,001;18,75;12;0,000009999999747378752;4;10;1;
52,004;18,6875;12;0,000009999999747378752;4;10;1;
52,007;18,6875;12;0,000009999999747378752;4;10;1;
52,01;18,6875;12;0,000009999999747378752;4;10;1;
52,013;18,625;12;0,000009999999747378752;4;10;1;
52,016;18,625;12;0,000009999999747378752;4;10;1;
52,02;18,625;12;0,000009999999747378752;4;10;1;
52,023;18,5625;12;0,000009999999747378752;4;10;1;
52,026;18,5625;12;0,000009999999747378752;4;10;1;
52,029;18,5625;12;0,000009999999747378752;4;10;1;
52,032;18,5625;12;0,000009999999747378752;4;10;1;
52,035;18,5625;12;0,000009999999747378752;4;10;1;
52,038;18,5625;12;0,000009999999747378752;4;10;1;
52,041;18,5625;12;0,000009999999747378752;4;10;1;
52,044;18,5625;12;0,000009999999747378752;4;10;1;
52,047;18,5625;12;0,000009999999747378752;4;10;1;
52,051;18,5625;12;0,000009999999747378752;4;10;1;
52,054;18,5;12;0,000009999999747378752;4;10;1;
52,057;18,5;12;0,000009999999747378752;4;10;1;
52,06;18,5;12;0,000009999999747378752;4;10;1;
52,063;18,5;12;0,000009999999747378752;4;10;1;
52,066;18,5;12;0,000009999999747378752;4;10;1;
52,069;18,5;12;0,000009999999747378752;4;10;1;
52,072;18,5;12;0,000009999999747378752;4;10;1;
52,075;18,5;12;0,000009999999747378752;4;10;1;
52,078;18,5;12;0,000009999999747378752;4;10;1;
52,081;18,5;12;0,000009999999747378752;4;10;1;
52,084;18,5625;12;0,000009999999747378752;4;10;1;
52,087;18,5625;12;0,000009999999747378752;4;10;1;
52,09;18,5625;12;0,000009999999747378752;4;10;1;
52,093;18,5625;12;0,000009999999747378752;4;10;1;
52,096;18,5625;12;0,000009999999747378752;4;10;1;
52,099;18,5625;12;0,000009999999747378752;4;10;1;
52,102;18,625;12;0,000009999999747378752;4;10;1;
52,105;18,625;12;0,000009999999747378752;4;10;1;
52,108;18,625;12;0,000009999999747378752;4;10;1;
52,112;18,625;12;0,000009999999747378752;4;10;1;
52,115;18,625;12;0,000009999999747378752;4;10;1;
52,118;18,625;12;0,000009999999747378752;4;10;1;
52,121;18,625;12;0,000009999999747378752;4;10;1;
52,124;18,6875;12;0,000009999999747378752;4;10;1;
52,127;18,6875;12;0,000009999999747378752;4;10;1;
52,13;18,6875;12;0,000009999999747378752;4;10;1;
52,133;18,75;12;0,000009999999747378752;4;10;1;
52,137;18,75;12;0,000009999999747378752;4;10;1;
52,14;18,75;12;0,000009999999747378752;4;10;1;
52,143;18,75;12;0,000009999999747378752;4;10;1;
52,146;18,75;12;0,000009999999747378752;4;10;1;
52,149;18,75;12;0,000009999999747378752;4;10;1;
52,152;18,75;12;0,000009999999747378752;4;10;1;
52,155;18,8125;12;0,000009999999747378752;4;10;1;
52,158;18,8125;12;0,000009999999747378752;4;10;1;
52,161;18,8125;12;0,000009999999747378752;4;10;1;
52,165;18,875;12;0,000009999999747378752;4;10;1;
52,168;18,875;12;0,000009999999747378752;4;10;1;
52,171;18,875;12;0,000009999999747378752;4;10;1;
52,174;18,9375;12;0,000009999999747378752;4;10;1;
52,177;18,9375;12;0,000009999999747378752;4;10;1;
52,18;18,9375;12;0,000009999999747378752;4;10;1;
52,183;19,0625;12;0,000009999999747378752;4;10;1;
52,186;19,0625;12;0,000009999999747378752;4;10;1;
52,189;19,0625;12;0,000009999999747378752;4;10;1;
52,192;19,0625;12;0,000009999999747378752;4;10;1;
52,195;19,0625;12;0,000009999999747378752;4;10;1;
52,198;19,0625;12;0,000009999999747378752;4;10;1;
52,201;19,0625;12;0,000009999999747378752;4;10;1;
52,204;19,25;12;0,000009999999747378752;4;10;1;
52,207;19,25;12;0,000009999999747378752;4;10;1;
52,21;19,25;12;0,000009999999747378752;4;10;1;
52,213;19,3125;12;0,000009999999747378752;4;10;1;
52,216;19,3125;12;0,000009999999747378752;4;10;1;
52,219;19,3125;12;0,000009999999747378752;4;10;1;
52,222;19,3125;12;0,000009999999747378752;4;10;1;
52,226;19,4375;12;0,000009999999747378752;4;10;1;
52,229;19,4375;12;0,000009999999747378752;4;10;1;
52,232;19,4375;12;0,000009999999747378752;4;10;1;
52,235;19,5625;12;0,000009999999747378752;4;10;1;
52,238;19,5625;12;0,000009999999747378752;4;10;1;
52,241;19,5625;12;0,000009999999747378752;4;10;1;
52,244;19,5625;12;0,000009999999747378752;4;10;1;
52,247;19,5625;12;0,000009999999747378752;4;10;1;
52,25;19,5625;12;0,000009999999747378752;4;10;1;
52,253;19,75;12;0,000009999999747378752;4;10;1;
52,256;19,75;12;0,000009999999747378752;4;10;1;
52,26;19,75;12;0,000009999999747378752;4;10;1;
52,263;19,75;12;0,000009999999747378752;4;10;1;
52,266;19,8125;12;0,000009999999747378752;4;10;1;
52,269;19,8125;12;0,000009999999747378752;4;10;1;
52,272;19,8125;12;0,000009999999747378752;4;10;1;
52,275;19,875;12;0,000009999999747378752;4;10;1;
52,278;19,875;12;0,000009999999747378752;4;10;1;
52,281;19,875;12;0,000009999999747378752;4;10;1;
52,285;19,9375;12;0,000009999999747378752;4;10;1;
52,288;19,9375;12;0,000009999999747378752;4;10;1;
52,291;19,9375;12;0,000009999999747378752;4;10;1;
52,294;19,9375;12;0,000009999999747378752;4;10;1;
52,297;19,9375;12;0,000009999999747378752;4;10;1;
52,3;19,9375;12;0,000009999999747378752;4;10;1;
52,303;20;12;0,000009999999747378752;4;10;1;
52,306;20;12;0,000009999999747378752;4;10;1;
52,309;20;12;0,000009999999747378752;4;10;1;
52,312;20;12;0,000009999999747378752;4;10;1;
52,315;20,0625;12;0,000009999999747378752;4;10;1;
52,318;20,0625;12;0,000009999999747378752;4;10;1;
52,321;20,0625;12;0,000009999999747378752;4;10;1;
52,325;20,0625;12;0,000009999999747378752;4;10;1;
52,328;20,0625;12;0,000009999999747378752;4;10;1;
52,331;20,0625;12;0,000009999999747378752;4;10;1;
52,334;20,125;12;0,000009999999747378752;4;10;1;
52,337;20,125;12;0,000009999999747378752;4;10;1;
52,34;20,125;12;0,000009999999747378752;4;10;1;
52,343;20,125;12;0,000009999999747378752;4;10;1;
52,346;20,125;12;0,000009999999747378752;4;10;1;
52,349;20,125;12;0,000009999999747378752;4;10;1;
52,352;20,125;12;0,000009999999747378752;4;10;1;
52,355;20,1875;12;0,000009999999747378752;4;10;1;
52,358;20,1875;12;0,000009999999747378752;4;10;1;
52,361;20,1875;12;0,000009999999747378752;4;10;1;
52,364;20,1875;12;0,000009999999747378752;4;10;1;
52,367;20,1875;12;0,000009999999747378752;4;10;1;
52,37;20,1875;12;0,000009999999747378752;4;10;1;
52,373;20,25;12;0,000009999999747378752;4;10;1;
52,376;20,25;12;0,000009999999747378752;4;10;1;
52,379;20,25;12;0,000009999999747378752;4;10;1;
52,383;20,25;12;0,000009999999747378752;4;10;1;
52,386;20,3125;12;0,000009999999747378752;4;10;1;
52,389;20,3125;12;0,000009999999747378752;4;10;1;
52,392;20,3125;12;0,000009999999747378752;4;10;1;
52,395;20,375;12;0,000009999999747378752;4;10;1;
52,398;20,375;12;0,000009999999747378752;4;10;1;
52,401;20,375;12;0,000009999999747378752;4;10;1;
52,404;20,5;12;0,000009999999747378752;4;10;1;
52,407;20,5;12;0,000009999999747378752;4;10;1;
52,41;20,5;12;0,000009999999747378752;4;10;1;
52,413;20,5;12;0,000009999999747378752;4;10;1;
52,417;20,5625;12;0,000009999999747378752;4;10;1;
52,42;20,5625;12;0,000009999999747378752;4;10;1;
52,423;20,5625;12;0,000009999999747378752;4;10;1;
52,426;20,6875;12;0,000009999999747378752;4;10;1;
52,429;20,6875;12;0,000009999999747378752;4;10;1;
52,432;20,6875;12;0,000009999999747378752;4;10;1;
52,435;20,8125;12;0,000009999999747378752;4;10;1;
52,438;20,8125;12;0,000009999999747378752;4;10;1;
52,442;20,8125;12;0,000009999999747378752;4;10;1;
52,445;20,9375;12;0,000009999999747378752;4;10;1;
52,448;20,9375;12;0,000009999999747378752;4;10;1;
52,451;20,9375;12;0,000009999999747378752;4;10;1;
52,454;21,125;12;0,000009999999747378752;4;10;1;
52,458;21,125;12;0,000009999999747378752;4;10;1;
52,461;21,125;12;0,000009999999747378752;4;10;1;
52,464;21,1875;12;0,000009999999747378752;4;10;1;
52,467;21,1875;12;0,000009999999747378752;4;10;1;
52,47;21,1875;12;0,000009999999747378752;4;10;1;
52,473;21,1875;12;0,000009999999747378752;4;10;1;
52,476;21,375;12;0,000009999999747378752;4;10;1;
52,479;21,375;12;0,000009999999747378752;4;10;1;
52,482;21,375;12;0,000009999999747378752;4;10;1;
52,485;21,5;12;0,000009999999747378752;4;10;1;
52,488;21,5;12;0,000009999999747378752;4;10;1;
52,492;21,5;12;0,000009999999747378752;4;10;1;
52,495;21,625;12;0,000009999999747378752;4;10;1;
52,498;21,625;12;0,000009999999747378752;4;10;1;
52,501;21,625;12;0,000009999999747378752;4;10;1;
52,504;21,75;12;0,000009999999747378752;4;10;1;
52,507;21,75;12;0,000009999999747378752;4;10;1;
52,51;21,75;12;0,000009999999747378752;4;10;1;
52,513;21,75;12;0,000009999999747378752;4;10;1;
52,516;21,8125;12;0,000009999999747378752;4;10;1;
52,519;21,8125;12;0,000009999999747378752;4;10;1;
52,522;21,8125;12;0,000009999999747378752;4;10;1;
52,525;21,9375;12;0,000009999999747378752;4;10;1;
52,528;21,9375;12;0,000009999999747378752;4;10;1;
52,531;21,9375;12;0,000009999999747378752;4;10;1;
52,534;22;12;0,000009999999747378752;4;10;1;
52,538;22;12;0,000009999999747378752;4;10;1;
52,541;22;12;0,000009999999747378752;4;10;1;
52,544;22;12;0,000009999999747378752;4;10;1;
52,547;22;12;0,000009999999747378752;4;10;1;
52,55;22;12;0,000009999999747378752;4;10;1;
52,553;22,0625;12;0,000009999999747378752;4;10;1;
52,557;22,0625;12;0,000009999999747378752;4;10;1;
52,56;22,0625;12;0,000009999999747378752;4;10;1;
52,563;22,0625;12;0,000009999999747378752;4;10;1;
52,566;22,0625;12;0,000009999999747378752;4;10;1;
52,569;22,0625;12;0,000009999999747378752;4;10;1;
52,572;22,0625;12;0,000009999999747378752;4;10;1;
52,575;22,0625;12;0,000009999999747378752;4;10;1;
52,578;22,0625;12;0,000009999999747378752;4;10;1;
52,581;22,0625;12;0,000009999999747378752;4;10;1;
52,584;22,0625;12;0,000009999999747378752;4;10;1;
52,587;22;12;0,000009999999747378752;4;10;1;
52,59;22;12;0,000009999999747378752;4;10;1;
52,594;22;12;0,000009999999747378752;4;10;1;
52,597;22;12;0,000009999999747378752;4;10;1;
52,6;22;12;0,000009999999747378752;4;10;1;
52,603;21,9375;12;0,000009999999747378752;4;10;1;
52,606;21,9375;12;0,000009999999747378752;4;10;1;
52,609;21,9375;12;0,000009999999747378752;4;10;1;
52,612;21,9375;12;0,000009999999747378752;4;10;1;
52,615;21,9375;12;0,000009999999747378752;4;10;1;
52,618;21,9375;12;0,000009999999747378752;4;10;1;
52,621;21,9375;12;0,000009999999747378752;4;10;1;
52,624;21,9375;12;0,000009999999747378752;4;10;1;
52,627;21,875;12;0,000009999999747378752;4;10;1;
52,63;21,875;12;0,000009999999747378752;4;10;1;
52,633;21,875;12;0,000009999999747378752;4;10;1;
52,636;21,8125;12;0,000009999999747378752;4;10;1;
52,639;21,8125;12;0,000009999999747378752;4;10;1;
52,642;21,8125;12;0,000009999999747378752;4;10;1;
52,645;21,75;12;0,000009999999747378752;4;10;1;
52,649;21,75;12;0,000009999999747378752;4;10;1;
52,652;21,75;12;0,000009999999747378752;4;10;1;
52,655;21,6875;12;0,000009999999747378752;4;10;1;
52,658;21,6875;12;0,000009999999747378752;4;10;1;
52,661;21,6875;12;0,000009999999747378752;4;10;1;
52,664;21,6875;12;0,000009999999747378752;4;10;1;
52,667;21,5625;12;0,000009999999747378752;4;10;1;
52,671;21,5625;12;0,000009999999747378752;4;10;1;
52,674;21,5625;12;0,000009999999747378752;4;10;1;
52,677;21,5;12;0,000009999999747378752;4;10;1;
52,68;21,5;12;0,000009999999747378752;4;10;1;
52,683;21,5;12;0,000009999999747378752;4;10;1;
52,686;21,375;12;0,000009999999747378752;4;10;1;
52,689;21,375;12;0,000009999999747378752;4;10;1;
52,693;21,3125;12;0,000009999999747378752;4;10;1;
52,696;21,3125;12;0,000009999999747378752;4;10;1;
52,699;21,3125;12;0,000009999999747378752;4;10;1;
52,702;21,3125;12;0,000009999999747378752;4;10;1;
52,704;21,25;12;0,000009999999747378752;4;10;1;
52,707;21,25;12;0,000009999999747378752;4;10;1;
52,711;21,25;12;0,000009999999747378752;4;10;1;
52,714;21,25;12;0,000009999999747378752;4;10;1;
52,716;21,1875;12;0,000009999999747378752;4;10;1;
52,719;21,1875;12;0,000009999999747378752;4;10;1;
52,723;21,1875;12;0,000009999999747378752;4;10;1;
52,726;21,125;12;0,000009999999747378752;4;10;1;
52,729;21,125;12;0,000009999999747378752;4;10;1;
52,732;21,125;12;0,000009999999747378752;4;10;1;
52,735;21;12;0,000009999999747378752;4;10;1;
52,738;21;12;0,000009999999747378752;4;10;1;
52,741;21;12;0,000009999999747378752;4;10;1;
52,744;20,9375;12;0,000009999999747378752;4;10;1;
52,747;20,9375;12;0,000009999999747378752;4;10;1;
52,751;20,9375;12;0,000009999999747378752;4;10;1;
52,754;20,875;12;0,000009999999747378752;4;10;1;
52,757;20,875;12;0,000009999999747378752;4;10;1;
52,76;20,875;12;0,000009999999747378752;4;10;1;
52,763;20,875;12;0,000009999999747378752;4;10;1;
52,766;20,8125;12;0,000009999999747378752;4;10;1;
52,769;20,8125;12;0,000009999999747378752;4;10;1;
52,772;20,8125;12;0,000009999999747378752;4;10;1;
52,775;20,75;12;0,000009999999747378752;4;10;1;
52,778;20,75;12;0,000009999999747378752;4;10;1;
52,782;20,75;12;0,000009999999747378752;4;10;1;
52,785;20,75;12;0,000009999999747378752;4;10;1;
52,788;20,75;12;0,000009999999747378752;4;10;1;
52,791;20,75;12;0,000009999999747378752;4;10;1;
52,794;20,6875;12;0,000009999999747378752;4;10;1;
52,797;20,6875;12;0,000009999999747378752;4;10;1;
52,8;20,6875;12;0,000009999999747378752;4;10;1;
52,803;20,6875;12;0,000009999999747378752;4;10;1;
52,806;20,6875;12;0,000009999999747378752;4;10;1;
52,809;20,6875;12;0,000009999999747378752;4;10;1;
52,812;20,6875;12;0,000009999999747378752;4;10;1;
52,816;20,6875;12;0,000009999999747378752;4;10;1;
52,819;20,6875;12;0,000009999999747378752;4;10;1;
52,822;20,6875;12;0,000009999999747378752;4;10;1;
52,825;20,6875;12;0,000009999999747378752;4;10;1;
52,828;20,6875;12;0,000009999999747378752;4;10;1;
52,831;20,6875;12;0,000009999999747378752;4;10;1;
52,834;20,6875;12;0,000009999999747378752;4;10;1;
52,837;20,6875;12;0,000009999999747378752;4;10;1;
52,84;20,6875;12;0,000009999999747378752;4;10;1;
52,843;20,6875;12;0,000009999999747378752;4;10;1;
52,846;20,6875;12;0,000009999999747378752;4;10;1;
52,849;20,6875;12;0,000009999999747378752;4;10;1;
52,852;20,6875;12;0,000009999999747378752;4;10;1;
52,855;20,6875;12;0,000009999999747378752;4;10;1;
52,858;20,6875;12;0,000009999999747378752;4;10;1;
52,861;20,6875;12;0,000009999999747378752;4;10;1;
52,864;20,6875;12;0,000009999999747378752;4;10;1;
52,867;20,6875;12;0,000009999999747378752;4;10;1;
52,871;20,6875;12;0,000009999999747378752;4;10;1;
52,874;20,6875;12;0,000009999999747378752;4;10;1;
52,877;20,75;12;0,000009999999747378752;4;10;1;
52,88;20,75;12;0,000009999999747378752;4;10;1;
52,883;20,75;12;0,000009999999747378752;4;10;1;
52,886;20,8125;12;0,000009999999747378752;4;10;1;
52,889;20,8125;12;0,000009999999747378752;4;10;1;
52,892;20,8125;12;0,000009999999747378752;4;10;1;
52,895;20,8125;12;0,000009999999747378752;4;10;1;
52,898;20,8125;12;0,000009999999747378752;4;10;1;
52,901;20,8125;12;0,000009999999747378752;4;10;1;
52,904;20,9375;12;0,000009999999747378752;4;10;1;
52,907;20,9375;12;0,000009999999747378752;4;10;1;
52,911;20,9375;12;0,000009999999747378752;4;10;1;
52,914;20,9375;12;0,000009999999747378752;4;10;1;
52,917;21;12;0,000009999999747378752;4;10;1;
52,92;21;12;0,000009999999747378752;4;10;1;
52,923;21;12;0,000009999999747378752;4;10;1;
52,926;21,0625;12;0,000009999999747378752;4;10;1;
52,929;21,0625;12;0,000009999999747378752;4;10;1;
52,932;21,0625;12;0,000009999999747378752;4;10;1;
52,935;21,125;12;0,000009999999747378752;4;10;1;
52,938;21,125;12;0,000009999999747378752;4;10;1;
52,941;21,125;12;0,000009999999747378752;4;10;1;
52,945;21,1875;12;0,000009999999747378752;4;10;1;
52,948;21,1875;12;0,000009999999747378752;4;10;1;
52,951;21,1875;12;0,000009999999747378752;4;10;1;
52,954;21,25;12;0,000009999999747378752;4;10;1;
52,957;21,25;12;0,000009999999747378752;4;10;1;
52,96;21,25;12;0,000009999999747378752;4;10;1;
52,963;21,25;12;0,000009999999747378752;4;10;1;
52,966;21,3125;12;0,000009999999747378752;4;10;1;
52,969;21,3125;12;0,000009999999747378752;4;10;1;
52,972;21,3125;12;0,000009999999747378752;4;10;1;
52,975;21,375;12;0,000009999999747378752;4;10;1;
52,978;21,375;12;0,000009999999747378752;4;10;1;
52,981;21,375;12;0,000009999999747378752;4;10;1;
52,985;21,375;12;0,000009999999747378752;4;10;1;
52,988;21,4375;12;0,000009999999747378752;4;10;1;
52,991;21,4375;12;0,000009999999747378752;4;10;1;
52,994;21,4375;12;0,000009999999747378752;4;10;1;
52,997;21,4375;12;0,000009999999747378752;4;10;1;
53;21,4375;12;0,000009999999747378752;4;10;1;
53,003;21,5;12;0,000009999999747378752;4;10;1;
53,006;21,5;12;0,000009999999747378752;4;10;1;
53,01;21,5;12;0,000009999999747378752;4;10;1;
53,013;21,5;12;0,000009999999747378752;4;10;1;
53,016;21,5;12;0,000009999999747378752;4;10;1;
53,019;21,5;12;0,000009999999747378752;4;10;1;
53,022;21,5;12;0,000009999999747378752;4;10;1;
53,025;21,5;12;0,000009999999747378752;4;10;1;
53,028;21,5;12;0,000009999999747378752;4;10;1;
53,031;21,5;12;0,000009999999747378752;4;10;1;
53,034;21,5;12;0,000009999999747378752;4;10;1;
53,037;21,5;12;0,000009999999747378752;4;10;1;
53,04;21,5;12;0,000009999999747378752;4;10;1;
53,043;21,5;12;0,000009999999747378752;4;10;1;
53,046;21,5;12;0,000009999999747378752;4;10;1;
53,049;21,5;12;0,000009999999747378752;4;10;1;
53,052;21,5;12;0,000009999999747378752;4;10;1;
53,055;21,5625;12;0,000009999999747378752;4;10;1;
53,058;21,5625;12;0,000009999999747378752;4;10;1;
53,061;21,5625;12;0,000009999999747378752;4;10;1;
53,064;21,5625;12;0,000009999999747378752;4;10;1;
53,066;21,5625;12;0,000009999999747378752;4;10;1;
53,069;21,5625;12;0,000009999999747378752;4;10;1;
53,072;21,5625;12;0,000009999999747378752;4;10;1;
53,075;21,5625;12;0,000009999999747378752;4;10;1;
53,078;21,5625;12;0,000009999999747378752;4;10;1;
53,081;21,5625;12;0,000009999999747378752;4;10;1;
53,084;21,5625;12;0,000009999999747378752;4;10;1;
53,087;21,5625;12;0,000009999999747378752;4;10;1;
53,09;21,5625;12;0,000009999999747378752;4;10;1;
53,093;21,5625;12;0,000009999999747378752;4;10;1;
53,096;21,5625;12;0,000009999999747378752;4;10;1;
53,099;21,5625;12;0,000009999999747378752;4;10;1;
53,102;21,5625;12;0,000009999999747378752;4;10;1;
53,105;21,5625;12;0,000009999999747378752;4;10;1;
53,108;21,5625;12;0,000009999999747378752;4;10;1;
53,112;21,5625;12;0,000009999999747378752;4;10;1;
53,115;21,5625;12;0,000009999999747378752;4;10;1;
53,118;21,5625;12;0,000009999999747378752;4;10;1;
53,121;21,5625;12;0,000009999999747378752;4;10;1;
53,124;21,5625;12;0,000009999999747378752;4;10;1;
53,127;21,5625;12;0,000009999999747378752;4;10;1;
53,13;21,5625;12;0,000009999999747378752;4;10;1;
53,133;21,5625;12;0,000009999999747378752;4;10;1;
53,136;21,5625;12;0,000009999999747378752;4;10;1;
53,14;21,5625;12;0,000009999999747378752;4;10;1;
53,143;21,5625;12;0,000009999999747378752;4;10;1;
53,146;21,5625;12;0,000009999999747378752;4;10;1;
53,149;21,5625;12;0,000009999999747378752;4;10;1;
53,152;21,5625;12;0,000009999999747378752;4;10;1;
53,155;21,5625;12;0,000009999999747378752;4;10;1;
53,158;21,5625;12;0,000009999999747378752;4;10;1;
53,162;21,5625;12;0,000009999999747378752;4;10;1;
53,165;21,5625;12;0,000009999999747378752;4;10;1;
53,168;21,5;12;0,000009999999747378752;4;10;1;
53,171;21,5;12;0,000009999999747378752;4;10;1;
53,174;21,5;12;0,000009999999747378752;4;10;1;
53,177;21,5;12;0,000009999999747378752;4;10;1;
53,18;21,5;12;0,000009999999747378752;4;10;1;
53,183;21,5;12;0,000009999999747378752;4;10;1;
53,186;21,4375;12;0,000009999999747378752;4;10;1;
53,19;21,4375;12;0,000009999999747378752;4;10;1;
53,193;21,4375;12;0,000009999999747378752;4;10;1;
53,196;21,4375;12;0,000009999999747378752;4;10;1;
53,199;21,4375;12;0,000009999999747378752;4;10;1;
53,202;21,4375;12;0,000009999999747378752;4;10;1;
53,205;21,375;12;0,000009999999747378752;4;10;1;
53,208;21,375;12;0,000009999999747378752;4;10;1;
53,211;21,375;12;0,000009999999747378752;4;10;1;
53,214;21,375;12;0,000009999999747378752;4;10;1;
53,217;21,3125;12;0,000009999999747378752;4;10;1;
53,22;21,3125;12;0,000009999999747378752;4;10;1;
53,223;21,3125;12;0,000009999999747378752;4;10;1;
53,226;21,3125;12;0,000009999999747378752;4;10;1;
53,229;21,3125;12;0,000009999999747378752;4;10;1;
53,232;21,3125;12;0,000009999999747378752;4;10;1;
53,235;21,25;12;0,000009999999747378752;4;10;1;
53,238;21,25;12;0,000009999999747378752;4;10;1;
53,242;21,25;12;0,000009999999747378752;4;10;1;
53,244;21,25;12;0,000009999999747378752;4;10;1;
53,247;21,25;12;0,000009999999747378752;4;10;1;
53,25;21,25;12;0,000009999999747378752;4;10;1;
53,253;21,1875;12;0,000009999999747378752;4;10;1;
53,256;21,1875;12;0,000009999999747378752;4;10;1;
53,26;21,1875;12;0,000009999999747378752;4;10;1;
53,263;21,1875;12;0,000009999999747378752;4;10;1;
53,266;21,1875;12;0,000009999999747378752;4;10;1;
53,269;21,1875;12;0,000009999999747378752;4;10;1;
53,272;21,1875;12;0,000009999999747378752;4;10;1;
53,275;21,1875;12;0,000009999999747378752;4;10;1;
53,278;21,1875;12;0,000009999999747378752;4;10;1;
53,281;21,1875;12;0,000009999999747378752;4;10;1;
53,284;21,1875;12;0,000009999999747378752;4;10;1;
53,287;21,1875;12;0,000009999999747378752;4;10;1;
53,29;21,1875;12;0,000009999999747378752;4;10;1;
53,293;21,1875;12;0,000009999999747378752;4;10;1;
53,296;21,1875;12;0,000009999999747378752;4;10;1;
53,299;21,1875;12;0,000009999999747378752;4;10;1;
53,302;21,1875;12;0,000009999999747378752;4;10;1;
53,305;21,125;12;0,000009999999747378752;4;10;1;
