time;copter_pitch_angle;copter_roll_angle;copter_yaw_angle;copter_z_distance;speed_test;SS;
0,219;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,223;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,226;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,228;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,231;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,235;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,237;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,24;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,243;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,245;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,249;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,252;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,254;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,257;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,261;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,264;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,268;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,271;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,275;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,277;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,281;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,284;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,287;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,29;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,293;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,295;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,299;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,302;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,305;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,307;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,31;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,313;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,317;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,32;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,323;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,326;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,329;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,333;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,336;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,339;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,341;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,343;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,346;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,35;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,353;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,355;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,358;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,36;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,363;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,367;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,37;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,373;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,376;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,379;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,382;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,386;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,388;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,391;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,394;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,398;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,401;-0,125;-31,5;0,1875;3,532899856567383;100;0;
0,404;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,406;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,409;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,412;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,415;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,419;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,422;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,425;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,428;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,431;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,434;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,437;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,439;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,442;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,445;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,448;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,451;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,455;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,458;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,461;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,464;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,468;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,471;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,474;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,478;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,482;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,485;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,488;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,491;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,494;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,497;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,5;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,503;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,506;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,508;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,511;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,514;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,517;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,52;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,523;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,527;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,53;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,533;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,537;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,539;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,541;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,544;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,547;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,55;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,554;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,557;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,56;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,562;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,565;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,569;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,571;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,574;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,578;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,582;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,585;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,588;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,59;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,593;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,596;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,599;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,602;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,604;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,606;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,609;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,612;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,615;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,618;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,621;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,624;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,628;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,631;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,634;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,637;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,64;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,643;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,646;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,649;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,653;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,656;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,659;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,661;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,664;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,668;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,671;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,674;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,678;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,681;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,685;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,687;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,691;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,693;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,696;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,699;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,703;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,705;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,708;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,711;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,714;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,717;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,721;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,724;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,727;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,729;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,733;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,736;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,739;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,742;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,745;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,748;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,752;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,755;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,758;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,761;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,763;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,767;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,77;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,772;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,776;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,779;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,782;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,786;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,789;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,792;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,795;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,798;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,802;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,805;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,808;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,811;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,815;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,818;-0,125;-31,5;0,1875;4,0131001472473145;100;0;
0,822;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,825;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,828;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,832;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,835;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,838;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,841;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,844;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,846;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,849;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,853;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,856;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,859;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,862;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,865;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,869;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,872;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,875;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,878;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,881;-0,125;-31,5;0,1875;3,1384499073028564;100;0;
0,884;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,887;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,889;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,892;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,894;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,897;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,9;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,903;-0,125;-31,5;0,1875;3,121299982070923;100;0;
0,906;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,908;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,911;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,913;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,917;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,92;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,922;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,926;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,929;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,932;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,935;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,938;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,941;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,943;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,946;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,949;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,952;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,955;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,957;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,96;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,962;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,966;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,969;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,972;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,975;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,978;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,981;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,985;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,988;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,991;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,993;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,996;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
0,999;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,003;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,006;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,008;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,011;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,014;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,017;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,02;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,024;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,027;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,03;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,033;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,036;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,039;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,043;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,045;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,049;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,052;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,054;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,057;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,06;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,063;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,066;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,069;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,072;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,074;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,077;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,08;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,084;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,086;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,089;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,092;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,094;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,097;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,1;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,103;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,105;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,108;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,111;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,113;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,116;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,119;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,122;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,125;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,128;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,131;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,134;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,137;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,14;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,143;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,146;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,149;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,152;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,155;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,158;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,161;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,163;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,166;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,17;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,173;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,175;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,178;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,181;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,185;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,188;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,191;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,194;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,196;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,199;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,203;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,206;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,208;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,21;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,213;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,215;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,218;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,221;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,224;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,226;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,23;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,233;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,236;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,24;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,242;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,246;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,249;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,252;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,255;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,258;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,26;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,263;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,266;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,269;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,272;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,275;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,277;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,28;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,284;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,287;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,289;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,292;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,294;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,297;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,3;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,302;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,305;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,308;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
1,31;-0,0625;-31,5;0,1875;3,121299982070923;100;0;
