time,ac_x,ac_x_f,ac_y,ac_y_f,
9.408,4.340000152587891,4.275198459625244,2.2200000286102295,2.208958864212036,
9.418,5.21999979019165,4.936559677124023,3.569999933242798,3.1616876125335693,
9.428,3.799999952316284,4.140967845916748,1.8600000143051147,2.2505061626434326,
9.438,3.569999933242798,3.741290330886841,1.850000023841858,1.9701519012451172,
9.448,4.380000114440918,4.188386917114258,1.8200000524520874,1.8650455474853516,
9.458,3.6500000953674316,3.811516046524048,1.649999976158142,1.7145136594772339,
9.468,5.079999923706055,4.6994547843933105,2.359999895095825,2.166354179382324,
9.478,4.070000171661377,4.258836269378662,1.9700000286102295,2.0289063453674316,
9.488,4,4.077651023864746,1.3200000524520874,1.5326719284057617,
9.498,4.019999980926514,4.037295341491699,1.3700000047683716,1.4188015460968018,
9.508,3.430000066757202,3.6121885776519775,1.090000033378601,1.1886404752731323,
9.518,2.9600000381469727,3.155656576156616,0.8999999761581421,0.9865921139717102,
9.528,3.3499999046325684,3.2916970252990723,0.7400000095367432,0.8139776587486267,
9.538,3.2200000286102295,3.241509199142456,0.25,0.419193297624588,
9.548,3.0199999809265137,3.0864527225494385,0.25999999046325684,0.30775800347328186,
9.558,3.049999952316284,3.0609357357025146,0,0.09232740104198456,
9.568,2.890000104904175,2.9412808418273926,0.019999999552965164,0.04169822111725807,
9.578,2.4100000858306885,2.5693843364715576,-0.4699999988079071,-0.3164905309677124,
9.588,1.940000057220459,2.128815174102783,-0.550000011920929,-0.47994714975357056,
9.598,1.75,1.8636445999145508,-0.8299999833106995,-0.7249841690063477,
9.608,1.350000023841858,1.5040934085845947,-0.949999988079071,-0.8824952244758606,
9.618,1.2599999904632568,1.3332279920578003,-1.090000033378601,-1.0277485847473145,
9.628,1.1399999856948853,1.1979683637619019,-1.2999999523162842,-1.2183245420455933,
9.638,0.5400000214576721,0.7373905181884766,-1.5,-1.4154973030090332,
